Institution_Name,Country,Country_Code,Region,Size,Focus,Research,Age,Status,Rank_2026,Previous_Rank_2025,Rank_2024,Rank_2023,Overall_Score_2026,Overall_Score_2024,Academic_Reputation_Score_2026,Academic_Reputation_Rank_2026,Employer_Reputation_Score_2026,Employer_Reputation_Rank_2026,Faculty_Student_Score_2026,Faculty_Student_Rank_2026,Citations_per_Faculty_Score_2026,Citations_per_Faculty_Rank_2026,International_Faculty_Score_2026,International_Faculty_Rank_2026,International_Students_Score_2026,International_Students_Rank_2026,International_Students_Diversity_Score_2026,International_Students_Diversity_Rank_2026,International_Research_Network_Score_2026,International_Research_Network_Rank_2026,Employment_Outcomes_Score_2026,Employment_Outcomes_Rank_2026,Sustainability_Score_2026,Sustainability_Rank_2026,Academic_Reputation_Score_2024,Academic_Reputation_Rank_2024,Employer_Reputation_Score_2024,Employer_Reputation_Rank_2024,Faculty_Student_Score_2024,Faculty_Student_Rank_2024,Citations_per_Faculty_Score_2024,Citations_per_Faculty_Rank_2024,International_Faculty_Score_2024,International_Faculty_Rank_2024,International_Students_Score_2024,International_Students_Rank_2024,International_Research_Network_Score_2024,International_Research_Network_Rank_2024,Employment_Outcomes_Score_2024,Employment_Outcomes_Rank_2024,Sustainability_Score_2024,Sustainability_Rank_2024
Technische Universität Braunschweig,Germany,DE,Europe,L,CO,VH,5,Public,711-720,751-760,751-760,601-650,-,-,14.4,701+,21.9,604,69.9,232,9.7,801+,,,50.9,405,38.0,515,66.1,608,19.3,738,47.4,776=,11.0,601+,14.5,561,58.8,244,6.3,701+,,,26.8,448,20.2,542,12,701+,4.8,701+
Technische Universität Darmstadt,Germany,,Europe,L,CO,VH,,Public,253,241,,,50,,28.2,447,41.9,320,9.8,801+,82.2,142,67.8,344,92.8,149,93.4,123,73.8,473,53.5,318,78.6,190=,,,,,,,,,,,,,,,,,,
Technische Universität Dortmund,Germany,,Europe,L,FO,VH,,Public,673,801-850,,,26.2,,18.5,661,35.5,406,42.7,466,11.1,801+,32.3,559,36.7,529,27.5,646,76.5,412,12.5,801+,43.0,801+,,,,,,,,,,,,,,,,,,
Technische Universität Dresden,Germany,DE,Europe,L,FC,VH,5,Public,218,234,=246,200,54.3,39.7,47.2,247,49.2,259,74.9,197,58.6,296,40.4,495,42.0,476,47.3,439,95.3,75,12.5,801+,87.9,80=,37.5,231,37.7,258,91.2,79,14.8,639,46.2,373,35.2,379,87.4,98,11.2,701+,30.7,438=
Technische Universität Hamburg-Harburg,Germany,DE,,,SP,,,,,,1401+,,,-,,,,,,,,,,,,,,,,,,,,,8.8,601+,5.6,601+,,,,,,,,,2.8,701+,,,,
Technische Universität Kaiserslautern,Germany,DE,Europe,L,CO,VH,,,1201-1400,1201-1400,1401+,,-,-,8.6,701+,6.0,701+,22.2,787,7.5,801+,,,,,,,63.4,645,5.4,801+,,,6.5,601+,3.2,601+,,,,,,,,,10.8,655,,,,
Technische Universität Wien,Austria,AT,,M,FO,VH,5,A,,,=184,179=,,47.6,,,,,,,,,,,,,,,,,,,,,32.9,266,44.4,201,13.1,701+,85.7,91,79.3,232,89.0,123,45.1,347,13.2,649,19,552=
Technological University Dublin,Ireland,IE,,L,CO,HI,1,A,,,851-900,801-1000,,-,,,,,,,,,,,,,,,,,,,,,12.1,601+,12.4,601+,12.6,701+,3.1,701+,32.7,470,39.6,346,5.0,701+,13.1,653,16.9,581=
Technological University of Dublin,Ireland,,Europe,L,CO,HI,,Public,781-790,851-900,,,-,,17.7,690,22.4,594,18.0,801+,6.1,801+,49.8,440,63.7,312,67.3,288,53.7,787,22.6,679,58.7,528=,,,,,,,,,,,,,,,,,,
Tecnológico de Costa Rica (TEC),Costa Rica,CR,Americas,M,FO,HI,4,Public,1201-1400,1001-1200,951-1000,801-1000,-,-,11.2,701+,24.9,539,23.2,770,2.1,801+,9.7,801+,3.0,801+,7.3,801+,11.1,801+,11.6,801+,17.8,801+,8.4,601+,33.8,291,23.2,612,1.4,701+,6.8,701+,2.0,701+,1.0,701+,12.4,701+,1.9,701+
Tecnológico de Monterrey,Mexico,MX,,XL,FC,HI,4,B,,,=184,170,,47.6,,,,,,,,,,,,,,,,,,,,,51.3,157,96.8,28,63.5,222,2.3,701+,32.7,469,11.7,681,13.5,618,88.3,41,65.7,223=
Tecnológico de Monterrey (ITESM),Mexico,,Americas,XL,FC,HI,,Private not for Profit,187,185,,,57.1,,69.9,136,93.9,55,69.4,236,4.8,801+,24.5,658,18.3,758,24.4,696,74.6,451,97.4,52,73.8,262=,,,,,,,,,,,,,,,,,,
Tel Aviv University,Israel,IL,Asia,L,FC,VH,4,Public,223,209,215,260=,53.6,43.9,43.6,269,31.0,462,6.1,801+,99.7,25,48.9,444,15.3,801+,21.3,743,78.3,378,94.2,79,77.0,214=,33.2,264,23.6,407,3.8,701+,99.9,11,40.4,410,4.6,701+,39.5,382,72.9,62,38.4,373=
Telkom University,Indonesia,ID,,L,SP,,2,C,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,7.4,601+,9.4,601+,27.0,561,1.4,701+,22.3,568,3.6,701+,1.0,701+,10.4,701+,3.4,701+
Telkom University (aka Telkom Institute of Technology),Indonesia,,Asia,L,SP,VH,,Private for Profit,1001-1200,1001-1200,,,-,,13.6,701+,14.7,701+,23.3,768,2.5,801+,53.5,423,12.1,801+,17.0,801+,15.5,801+,11.6,801+,36.3,801+,,,,,,,,,,,,,,,,,,
Temple University,United States,US,Americas,L,FC,VH,5,Public,721-730,681-690,721-730,751-800,-,-,16.8,701+,15.0,701+,37.9,534,24.6,647,4.4,801+,11.6,801+,17.5,801+,64.7,625,38.7,447,72.1,291=,12.5,601+,7.9,601+,26.4,565,18.8,570,3.4,701+,5.7,701+,48.1,326,18.3,455,23,514=
Texas A&M University,United States,US,Americas,XL,FC,VH,5,Public,144,154,=134,164=,63,52.9,72.9,124,81.5,101,6.2,801+,75.5,175,28.0,608,20.7,717,15.6,801+,93.0,124,63.8,244,61.0,480=,62.0,112,59.6,135,4.5,701+,68.4,152,23.1,564,13.3,656,88.4,93,30.1,259,61.3,246=
Texas Tech University,United States,US,Americas,XL,FC,HI,5,Public,731-740,781-790,801-850,1001-1200,-,-,14.5,701+,26.9,509,10.0,801+,18.8,739,63.8,364,17.4,777,23.5,714,70.6,517,28.1,591,66.1,376=,11.0,601+,11.8,601+,5.0,701+,15.3,625,8.5,701+,7.1,701+,20.3,541,13.7,622,56.1,270
Thammasat University,Thailand,TH,Asia,XL,FC,HI,4,Public,551,596,=600,651-700,29.9,19.8,36.7,329,38.3,365,27.2,694,3.9,801+,15.9,779,2.2,801+,6.9,801+,45.7,801+,90.6,100,60.7,494=,23.8,360,26.4,365,25.1,583,2.1,701+,11.6,701+,1.7,701+,2.0,701+,72.5,64,29.4,453=
Thapar Institute of Engineering & Technology,India,IN,Asia,M,FO,VH,4,Public,771-780,851-900,951-1000,1001-1200,-,-,4.0,701+,9.3,701+,14.3,801+,71.2,206,17.1,763,4.7,801+,8.7,801+,33.7,801+,11.6,801+,58.5,534=,3.8,601+,4.0,601+,7.9,701+,36.9,379,3.7,701+,1.6,701+,1.6,701+,8.7,701+,1.2,701+
The American University in Cairo,Egypt,EG,Africa,M,CO,VH,5,Private not for Profit,381,410,=415,416=,39.4,27.0,40.8,292,46.9,278,39.0,521,12.2,801+,98.0,141,7.1,801+,11.7,801+,46.8,801+,88.6,118,51.6,669=,30.3,287,23.8,405,42.8,368,4.6,701+,97.9,115,3.9,701+,1.4,701+,63.3,92,16.3,588=
The Australian National University,Australia,AU,,L,FC,VH,4,A,,,=34,30,,81.5,,,,,,,,,,,,,,,,,,,,,93.2,37,70.2,102,34.9,455,92.8,65,100.0,38,93.3,97,78.5,156,43.9,164,87.4,108=
The Catholic University of Korea,Republic of Korea,,Asia,M,FC,VH,,Private not for Profit,741-750,801-850,,,-,,7.9,701+,6.0,701+,97.4,61,31.0,576,4.7,801+,52.9,390,47.1,441,14.3,801+,1.9,801+,44.8,801+,,,,,,,,,,,,,,,,,,
The Catholic University of Korea ,South Korea,KR,,M,FC,VH,3,B,,,781-790,494=,,-,,,,,,,,,,,,,,,,,,,,,3.6,601+,2.7,601+,99.0,37,12.0,700,3.3,701+,13.0,662,1.0,701+,7.2,701+,1.1,701+
The Chinese University of Hong Kong,"Hong Kong SAR, China",,Asia,L,FC,VH,,Public,32,36,,,87.4,,94.2,48,67.3,157,75.9,191,95.0,71,100.0,50,93.3,143,90.3,147,68.2,563,91.2,94,84.1,123,,,,,,,,,,,,,,,,,,
The Chinese University of Hong Kong (CUHK),Hong Kong,HK,,L,FC,VH,4,A,,,=47,38,,76.2,,,,,,,,,,,,,,,,,,,,,88.4,50,46.3,190,60.0,236,92.3,67,100.0,57,77.1,174,32.7,438,78.6,53,61.3,246=
The City College of New York,United States,,Americas,L,FC,HI,,Public,1001-1200,1201-1400,,,-,,11.8,701+,8.0,701+,15.0,801+,17.8,756,5.0,801+,8.6,801+,6.6,801+,46.7,801+,7.1,801+,39.0,801+,,,,,,,,,,,,,,,,,,
The Education University of Hong Kong,"Hong Kong SAR, China",,Asia,M,FO,VH,,,530,,,,30.8,,9.4,701+,7.8,701+,71.7,215,39.7,474,99.8,104,68.6,285,61.7,325,43.4,801+,9.4,801+,35.3,801+,,,,,,,,,,,,,,,,,,
"The Federal University of Sao Carlos, UFSCar",Brazil,,Americas,L,FC,VH,,Public,1001-1200,1001-1200,,,-,,15.0,701+,10.8,701+,20.3,801+,28.8,597,3.4,801+,2.5,801+,2.1,801+,47.1,801+,1.8,801+,41.3,801+,,,,,,,,,,,,,,,,,,
"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,RO,Europe,L,SP,VH,4,Public,1201-1400,1201-1400,1201-1400,1201-1400,-,-,6.5,701+,14.5,701+,3.8,801+,10.0,801+,,,8.6,801+,6.6,801+,49.3,801+,5.3,801+,22.7,801+,6.0,601+,6.8,601+,2.4,701+,5.5,701+,,,5.0,701+,2.2,701+,6.5,701+,1.1,701+
The Hashemite University,Jordan,JO,Asia,L,FC,HI,3,Public,1001-1200,1001-1200,1201-1400,1201-1400,-,-,15.6,701+,23.7,566,5.5,801+,7.8,801+,9.9,801+,18.4,756,13.9,801+,45.1,801+,5.1,801+,45.4,801+,8.0,601+,13.0,601+,3.8,701+,3.4,701+,9.0,701+,8.0,701+,3.0,701+,6.2,701+,1.1,701+
The Hebrew University of Jerusalem,Israel,IL,,L,FC,VH,5,A,,,251,222=,,39.3,,,,,,,,,,,,,,,,,,,,,34.3,252,29.1,334,81.2,135,22.5,521,54.7,338,16.0,600,37.1,400,77.7,54,50.9,301=
The Herzen State Pedagogical University of Russia,Russia,RU,,L,FO,HI,5,A,,,1201-1400,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,4.0,601+,1.9,601+,24.9,586,1.2,701+,1.5,701+,38.9,353,1.0,701+,8.8,701+,1.5,701+
The Hong Kong Polytechnic University,Hong Kong,HK,,L,CO,VH,3,A,,,=65,65=,,68.7,,,,,,,,,,,,,,,,,,,,,68.1,97,30.2,323,68.0,192,88.8,77,100.0,40,87.4,133,42.0,362,49.2,138,92.8,73
The Hong Kong Polytechnic University,"Hong Kong SAR, China",,Asia,L,CO,VH,,Public,54,57,,,81.2,,81.2,93,47.5,275,77.1,182,98.7,41,100.0,34,98.8,76,97.9,81,82.8,296,74.1,187,80.8,160,,,,,,,,,,,,,,,,,,
The Hong Kong University of Science and Technology,Hong Kong,HK,,M,CO,VH,3,A,,,60,40,,71.1,,,,,,,,,,,,,,,,,,,,,83.3,63,42.6,216,53.6,289,99.1,20,100.0,19,91.4,111,5.3,701+,50.3,131,31,432=
The Hong Kong University of Science and Technology,"Hong Kong SAR, China",,Asia,M,FO,VH,,Public,44,47,,,84.8,,89.4,69,69.7,149,67.5,247,100.0,12,100.0,23,99.3,59,99.0,60,49.5,801+,76.6,173,79.7,175=,,,,,,,,,,,,,,,,,,
"The Islamia University of Bahawalpur,Pakistan",Pakistan,,Asia,XL,CO,HI,,Public,1401+,,,,-,,6.2,701+,7.0,701+,4.7,801+,9.1,801+,,,,,,,55.8,751,3.1,801+,36.2,801+,,,,,,,,,,,,,,,,,,
The Josip Juraj Strossmayer University of Osijek,Croatia,HR,,L,CO,HI,3,A,,,1201-1400,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,4.3,601+,,,30.2,519,2.9,701+,,,,,5.3,701+,9.9,701+,1,701+
The London School of Economics and Political Science (LSE),United Kingdom,UK,,M,SP,VH,5,A,,,45,56,,76.9,,,,,,,,,,,,,,,,,,,,,67.7,98,96.1,32,39.6,401,80.2,110,100.0,35,100.0,10,32.4,440,98.6,16,97.8,28
"The National Research University ""Belgorod State University""",Russia,RU,,L,FC,MD,5,A,,,1201-1400,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,4.0,601+,1.3,601+,18.4,701+,2.0,701+,2.4,701+,52.9,275,1.2,701+,7.9,701+,3.5,701+
The National University of Science and Technology MISIS,Russia,RU,,M,SP,,2,A,,,681-690,467=,,-,,,,,,,,,,,,,,,,,,,,,6.5,601+,8.0,601+,75.5,163,14.7,642,7.9,701+,49.9,295,3.6,701+,9.8,701+,1.1,701+
The New School,United States,US,,M,FO,VH,5,B,,,641-650,521-530,,-,,,,,,,,,,,,,,,,,,,,,15.9,549,14.9,551,44.3,355,2.8,701+,6.0,701+,91.7,107,1.2,701+,24.7,337,1.1,701+
"The New School, New York City and Paris",United States,,Americas,M,FO,VH,,Private not for Profit,801-850,781-790,,,-,,20.4,603,17.9,701+,47.6,411,4.6,801+,8.2,801+,97.9,92,98.0,80,21.1,801+,24.9,641,24.1,801+,,,,,,,,,,,,,,,,,,
The Ohio State University,United States,US,,XL,FC,VH,5,A,,,=151,140,,51.3,,,,,,,,,,,,,,,,,,,,,59.4,125,55.8,148,53.8,287,30.8,429,49.7,359,16.5,590,85.0,116,35.2,216,78.4,158=
The Robert Gordon University,United Kingdom,,Europe,L,CO,HI,,Public,951-1000,901-950,,,-,,4.0,701+,19.4,671,6.7,801+,11.4,801+,78.5,303,84.4,199,85.8,170,34.2,801+,9.4,801+,46.9,793=,,,,,,,,,,,,,,,,,,
The Russian Presidential Academy of National Economy and Public Administration,Russia,,Europe,XL,FO,VH,,Public,1201-1400,1001-1200,,,-,,5.6,701+,14.9,701+,48.4,401,1.2,801+,2.1,801+,4.6,801+,9.3,801+,21.8,801+,53.7,312,14.3,801+,,,,,,,,,,,,,,,,,,
The University of Adelaide,Australia,AU,,L,FC,VH,5,A,,,89,109,,62.0,,,,,,,,,,,,,,,,,,,,,54.2,144,36.5,267,16.2,701+,87.1,83,100.0,69,99.6,40,78.8,154,38.4,191,96.3,42
The University of Alabama,United States,US,,XL,CO,VH,5,A,,,951-1000,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,9.7,601+,19.0,471,5.9,701+,12.8,681,8.9,701+,2.7,701+,8.8,701+,13.3,646,16.3,588=
The University of Amsterdam,Netherlands,,Europe,XL,FC,VH,,Public,53,55,,,81.5,,92.5,57,72.6,135,27.5,688,87.2,113,98.8,133,95.8,117,71.3,259,95.1,82,90.3,104,64.0,422=,,,,,,,,,,,,,,,,,,
The University of Arizona,United States,US,,XL,FC,VH,5,A,,,=285,262=,,36.1,,,,,,,,,,,,,,,,,,,,,38.5,226,18.4,476,72.5,175,19.5,562,11.0,701+,9.3,701+,88.0,96,31,245,71.5,196=
The University of Auckland,New Zealand,NZ,Oceania,XL,FC,VH,5,Public,65,65,68,87,77.5,68.0,91.7,63,55.2,220,17.6,801+,79.1,162,100.0,83,95.5,122,95.8,104,88.8,194,96.9,61,95.7,17,81.6,65,40.8,231,19.3,687,61.7,198,100.0,68,91.6,108,64.4,220,94.3,28,99.6,9
The University of Edinburgh,United Kingdom,UK,,XL,FC,VH,5,A,,,22,15,,86.1,,,,,,,,,,,,,,,,,,,,,98.1,25,96.9,26,72.4,176,58.7,216,98.8,100,99.9,33,99.6,12,48.1,141,99.7,6
The University of Exeter,United Kingdom,UK,,L,FC,VH,4,A,,,153,163,,50.9,,,,,,,,,,,,,,,,,,,,,43.0,199,51.1,161,27.4,555,43.3,308,91.6,174,76.2,180,89.8,85,19.7,424,94.8,57
The University of Georgia,United States,US,Americas,XL,FC,VH,5,Public,525,587,=514,601-650,31.1,22.7,27.9,452,36.7,388,14.0,801+,33.0,552,11.1,801+,8.8,801+,6.8,801+,85.0,254,35.8,478,65.9,385=,20.9,421,18.2,481,9.7,701+,29.7,435,9.7,701+,4.5,701+,59.1,253,17.7,470,46.6,327=
The University of Hong Kong,Hong Kong,HK,,L,FC,VH,5,A,,,=26,21,,84.5,,,,,,,,,,,,,,,,,,,,,97.6,27,51.4,159,82.9,121,82.3,102,100.0,28,99.0,52,42.7,355,99.5,14,97.3,32
The University of Hong Kong,"Hong Kong SAR, China",,Asia,L,FC,VH,,Public,11,17,,,94.2,,99.3,27,82.5,97,85.3,131,96.6,60,100.0,31,100.0,38,100.0,24,82.3,305,99.8,15,84.8,112=,,,,,,,,,,,,,,,,,,
The University of Lahore,Pakistan,PK,,L,FO,VH,2,B,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,9.4,601+,17.5,499,15.3,701+,2.6,701+,3.0,701+,2.5,701+,6.9,701+,9.1,701+,10.6,661=
The University of Manchester,United Kingdom,UK,Europe,XL,FC,VH,5,Public,35,34,32,28,86.4,82.2,98.6,31,98.8,26,58.2,310,56.8,308,95.3,176,99.5,56,99.5,45,99.4,7,91.9,90,98.2,9=,95.4,33,98.0,21,53.8,288,49.1,274,93.5,160,99.4,44,99.7,10,71.9,66,92.3,75=
The University of Melbourne,Australia,AU,Oceania,XL,FC,VH,5,Public,19,13,14,33,90.8,87.9,99.7,21,97.4,35,20.5,801+,94.8,72,96.7,156,100.0,37,74.4,239,96.9,40,98.3,39,98.2,9=,98.4,21,92.3,45,15.4,701+,92.1,69,92.9,166,99.7,36,97.2,30,93.3,31,90.4,92=
The University of New South Wales,Australia,,Oceania,XL,FC,VH,,Public,20,19,,,90.7,,96.3,43,93.5,59,29.9,632,96.9,58,100.0,69,99.9,41,99.9,30,97.6,25,98.7,32,97.0,12=,,,,,,,,,,,,,,,,,,
The University of New South Wales (UNSW Sydney),Australia,AU,,XL,FC,VH,4,A,,,=19,45,,86.7,,,,,,,,,,,,,,,,,,,,,89.7,45,88.1,55,18.2,701+,95.9,47,100.0,55,99.1,50,99.0,15,95.5,25,99.6,10
The University of Newcastle,Australia,,Oceania,L,FC,VH,,Public,227,179,,,53.1,,36.0,336,30.5,466,29.7,638,95.2,67,100.0,92,36.2,533,41.8,494,81.8,319,20.8,712,84.8,112=,,,,,,,,,,,,,,,,,,
"The University of Newcastle, Australia (UON)",Australia,AU,,M,FC,VH,4,A,,,=173,192,,48.7,,,,,,,,,,,,,,,,,,,,,29.3,296,26.9,361,36.5,436,91.4,71,100.0,73=,17.3,584,49.2,319,12.5,696,93.2,70=
The University of Northampton,United Kingdom,UK,Europe,L,CO,MD,2,Public,1201-1400,1001-1200,1001-1200,1001-1200,-,-,3.4,701+,3.9,701+,6.4,801+,4.4,801+,51.5,431,93.4,140,93.9,116,16.8,801+,5.9,801+,19.0,801+,3.4,601+,2.9,601+,5.7,701+,2.9,701+,37.8,426,96.7,78,1.0,701+,9.6,701+,1,701+
"The University of Notre Dame, Australia",Australia,AU,Oceania,M,FC,HI,3,Private not for Profit,1201-1400,1401+,1401+,1201-1400,-,-,3.4,701+,5.9,701+,6.3,801+,10.2,801+,53.7,421,21.9,700,28.0,637,11.5,801+,1.7,801+,34.1,801+,3.2,601+,4.2,601+,3.1,701+,7.6,701+,2.9,701+,1.5,701+,1.0,701+,6.2,701+,1,701+
The University of Nottingham,United Kingdom,,Europe,XL,FC,VH,,Public,97,108,,,69.4,,75.4,110,78.4,110,44.5,444,48.6,382,92.7,202,78.5,231,80.6,201,97.4,30,53.7,313,92.9,36=,,,,,,,,,,,,,,,,,,
The University of Osaka,Japan,,Asia,L,FC,VH,,Public,91,86,,,71,,90.5,67,90.0,73,45.6,430,65.8,242,25.2,649,21.1,709,27.2,651,72.0,500,51.4,330,79.5,180=,,,,,,,,,,,,,,,,,,
The University of Queensland,Australia,AU,Oceania,XL,FC,VH,5,Public,42,40,43,50=,85.1,78.1,94.3,46,79.5,105,26.5,705,94.2,79,100.0,60,100.0,28,100.0,18,97.0,36,66.6,233,92.5,41,87.1,52,73.7,89,21.6,635,87.0,84,100.0,41,100.0,22,95.0,53,44.4,163,73.1,187=
The University of Sheffield,United Kingdom,UK,Europe,L,FC,VH,5,Public,92,105,104,96=,70.9,59.7,73.0,122,61.7,186,50.3,378,68.4,226,81.6,281,98.0,89,98.1,76,96.8,42,47.9,363,94.3,27,58.7,130,52.3,153,54.7,278,46.9,289,84.0,218,97.5,69,96.1,38,24.9,332,76.3,169
The University of Sydney,Australia,AU,Oceania,XL,FC,VH,5,Public,25,18,=19,41,89.4,86.7,98.9,29,94.2,53,15.7,801+,94.3,78,99.9,101,100.0,18,100.0,12,95.5,71,95.8,70,97.6,11,96.0,31,87.7,57,11.8,701+,93.5,63,99.5,89,100.0,13,91.9,70,88.1,42,99.7,7
"The University of Tennessee, Knoxville",United States,US,,L,FC,VH,5,A,,,=446,601-650,,25.7,,,,,,,,,,,,,,,,,,,,,10.3,601+,15.4,534,10.8,701+,72.5,135,4.2,701+,2.5,701+,45.2,345,11.9,701+,30.7,438=
The University of Texas at Arlington,United States,US,,XL,CO,VH,5,A,,,1001-1200,1201-1400,,-,,,,,,,,,,,,,,,,,,,,,5.2,601+,4.7,601+,4.7,701+,10.4,701+,2.3,701+,20.5,541,7.9,701+,10,701+,34.3,409=
The University of Tokyo,Japan,JP,Asia,L,FC,VH,5,Public,36,32,28,23,85.8,84.3,100.0,7,99.9,10,92.4,94,69.9,217,15.9,777,44.0,457,49.2,422,88.8,193,100.0,10,92.3,44,100.0,7,99.8,9,90.4,84,70.0,148,10.3,701+,29.2,427,70.0,196,99.8,11,99.7,5
The University of Warwick,United Kingdom,UK,Europe,L,FC,VH,4,Public,74,69,67,64,75.2,68.6,82.7,85,93.0,60,48.3,402,43.6,432,99.5,111,99.2,60,99.3,49,93.8,101,75.3,182,84.6,117=,71.3,86,88.0,56,37.3,420,49.0,275,98.2,109,99.3,47,89.7,87,47.2,148,62.5,239=
The University of Western Australia,Australia,AU,Oceania,L,FC,VH,5,Public,77,77,72,90,73.7,66.9,69.0,137,56.5,209,15.1,801+,99.2,34,100.0,77,100.0,36,100.0,23,93.2,122,82.6,147,83.7,129=,56.2,138,44.6,200,16.5,701+,98.9,23,100.0,29,99.8,34,90.0,83,66,82,70.1,204=
Tianjin University,China (Mainland),CN,Asia,L,CO,VH,4,Public,257,269,=285,307,49.7,36.1,26.3,481,37.6,371,51.6,368,99.9,18,29.9,586,33.5,550,25.1,682,72.5,491,38.7,449,56.2,576=,18.7,477,8.6,601+,34.7,461,98.2,31,24.3,544,27.4,446,18.6,555,24,351,25.6,488
Tilburg University,Netherlands,NL,Europe,L,SP,VH,4,Public,347,347,=371,398=,41.6,29.9,20.5,602,37.1,382,16.8,801+,67.1,236,99.0,128,77.4,238,79.5,209,61.1,678,23.1,669,50.6,693=,15.2,573,33.4,294,10.4,701+,44.2,302,96.6,131,58.4,259,9.4,683,14.1,602,31,432=
Tishk International University,Iraq,,Asia,M,CO,HI,,Private for Profit,1201-1400,,,,-,,13.4,701+,4.0,701+,8.0,801+,11.8,801+,74.2,318,1.6,801+,5.9,801+,33.5,801+,5.9,801+,17.3,801+,,,,,,,,,,,,,,,,,,
Tohoku University,Japan,JP,Asia,L,FC,VH,5,Public,109,107,113,79,66.7,58.0,84.5,82,86.5,84,98.2,52,35.5,519,20.5,705,19.4,739,25.5,678,70.1,529,36.5,474,82.0,149=,72.4,85,84.2,61,98.5,41,29.6,436,14.2,683,13.8,647,27.6,474,17.2,486,74.8,177=
Tokai University,Japan,JP,Asia,L,FC,HI,2,Private not for Profit,1201-1400,1201-1400,1001-1200,1001-1200,-,-,12.8,701+,9.0,701+,18.1,801+,5.4,801+,7.7,801+,5.3,801+,4.2,801+,28.8,801+,3.4,801+,34.4,801+,11.4,601+,6.4,601+,14.4,701+,3.0,701+,6.0,701+,3.1,701+,1.6,701+,7.8,701+,1.2,701+
Tokushima University,Japan,JP,Asia,M,SP,VH,4,Public,1201-1400,1001-1200,1001-1200,701-750,-,-,5.4,701+,3.2,701+,70.1,231,10.2,801+,3.3,801+,3.8,801+,7.8,801+,18.2,801+,6.4,801+,23.3,801+,4.8,601+,1.9,601+,66.3,200,6.6,701+,2.7,701+,2.4,701+,1.2,701+,9,701+,1,701+
Tokyo Institute of Technology,Japan,,Asia,M,FO,VH,,Public,85,84,,,72.1,,85.0,80,95.7,45,87.6,115,54.2,339,29.8,587,43.4,464,46.6,446,67.8,571,33.5,504,74.2,253=,,,,,,,,,,,,,,,,,,
Tokyo Institute of Technology (Tokyo Tech),Japan,JP,,M,CO,VH,4,A,,,=91,55,,61.6,,,,,,,,,,,,,,,,,,,,,74.4,79,94.8,39,84.4,109,53.0,244,31.8,475,31.7,404,8.9,701+,19.7,425,18,567=
Tokyo Medical and Dental University,Japan,,Asia,S,FO,VH,,Public,697,661-670,,,25.1,,15.7,701+,9.5,701+,100.0,13,29.1,595,3.1,801+,22.6,693,24.3,698,23.3,801+,1.8,801+,37.5,801+,,,,,,,,,,,,,,,,,,
Tokyo Medical and Dental University (TMDU),Japan,JP,,S,FO,VH,4,A,,,611-620,392=,,-,,,,,,,,,,,,,,,,,,,,,11.5,601+,5.8,601+,100.0,10,18.2,580,3.5,701+,15.3,614,1.2,701+,8,701+,1.1,701+
Tokyo Metropolitan University,Japan,JP,Asia,M,CO,VH,2,Public,1001-1200,1001-1200,951-1000,701-750,-,-,17.5,701+,8.2,701+,41.9,483,14.8,801+,9.7,801+,8.0,801+,11.6,801+,39.5,801+,4.9,801+,26.4,801+,12.6,601+,5.4,601+,28.7,536,14.3,648,6.9,701+,6.3,701+,2.3,701+,8.8,701+,1.1,701+
Tokyo University of Agriculture and Technology,Japan,JP,Asia,M,FO,VH,4,Public,851-900,851-900,801-850,701-750,-,-,15.6,701+,11.2,701+,18.7,801+,40.3,464,11.6,801+,11.3,801+,15.3,801+,42.4,801+,1.7,801+,33.2,801+,13.6,601+,6.7,601+,13.3,701+,32.9,413,5.8,701+,9.5,701+,6.0,701+,7.8,701+,1.8,701+
Tokyo University of Science,Japan,JP,,L,FO,VH,4,B,,,661-670,801-1000,,-,,,,,,,,,,,,,,,,,,,,,11.0,601+,54.8,149,10.6,701+,11.7,701+,13.3,696,3.8,701+,1.2,701+,29.8,267,7,701+
Tokyo University of Science (RIKADAI),Japan,,Asia,L,FO,VH,,Private not for Profit,801-850,751-760,,,-,,11.5,701+,57.5,205,12.1,801+,16.3,778,15.1,801+,7.2,801+,10.7,801+,22.6,801+,49.0,353,46.5,801+,,,,,,,,,,,,,,,,,,
Tomas Bata University in Zlin,Czech Republic,CZ,Europe,M,CO,HI,2,Public,1201-1400,1201-1400,1001-1200,1001-1200,-,-,6.1,701+,10.3,701+,13.6,801+,11.1,801+,33.1,552,30.7,583,35.5,542,31.2,801+,5.1,801+,26.2,801+,4.4,601+,15.0,547,11.3,701+,5.0,701+,19.5,595,33.9,389,1.2,701+,10.1,701+,1,701+
Tomsk Polytechnic University,Russia,,Europe,M,FO,VH,,Public,688,576,,,25.6,,9.4,701+,15.4,701+,96.0,67,7.0,801+,14.8,801+,88.8,179,83.9,178,60.4,686,2.0,801+,47.7,765=,,,,,,,,,,,,,,,,,,
