rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,stats_pc_intl_students_clean,clean_rank
601â€“800,"University of Maryland, Baltimore County",57.25,7070,28.8,753,24.6,623,61.5,743,66.8,508,50.1,799,public,0,/world-university-rankings/university-maryland-baltimore-county,791,United States,"11,668",17.2,11%,46:54:00,"University of Maryland, Baltimore County","General Engineering,Biological Sciences,Economics & Econometrics,Civil Engineering,Other Health,Business & Management,Mathematics & Statistics,Education,Agriculture & Forestry,Accounting & Finance,History, Philosophy & Theology,Chemistry,Sociology,Physics & Astronomy,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Computer Science,Psychology,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-79454013,QS World University Rankings 2026,11668.0,17.2,11.0,601.0
601â€“800,Masaryk University,25.5,7080,25.9,944,31.0,443,50.1,1018,41.7,944,66.3,460,master_account,0,/world-university-rankings/masaryk-university,983,Czech Republic,"32,789",18.4,23%,62:38:00,Masaryk University,"Archaeology,Physics & Astronomy,Sociology,Accounting & Finance,Computer Science,Art, Performing Arts & Design,Sport Science,Law,Biological Sciences,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Chemistry,Mathematics & Statistics,Languages, Literature & Linguistics,Geography,History, Philosophy & Theology,Agriculture & Forestry,Communication & Media Studies,Other Health,Business & Management,Education,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,,QS World University Rankings 2026,32789.0,18.4,23.0,601.0
601â€“800,Mashhad University of Medical Sciences,30.450000000000003,7090,34.9,466,14.7,1147,63.9,692,28.5,1221,29.7,1504,master_account,0,/world-university-rankings/mashhad-university-medical-sciences,624726,Iran,"8,666",9.0,4%,57:43:00,Mashhad University of Medical Sciences,"Other Health,Medicine & Dentistry",False,False,False,,QS World University Rankings 2026,8666.0,9.0,4.0,601.0
601â€“800,Mazandaran University of Medical Sciences,30.450000000000003,7100,44.1,216,12.4,1367,65.6,662,28.1,1232,24.7,1715,master_account,0,/world-university-rankings/mazandaran-university-medical-sciences,622251,Iran,"6,715",12.4,1%,56:44:00,Mazandaran University of Medical Sciences,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,False,,QS World University Rankings 2026,6715.0,12.4,1.0,601.0
601â€“800,University of Minho,39.4,7110,26.3,921,30.3,462,59.3,797,74.7,340,51.9,742,master_account,0,/world-university-rankings/university-minho,903,Portugal,"20,001",19.5,13%,56:44:00,University of Minho,"Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Chemistry,Accounting & Finance,Civil Engineering,Architecture,History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Law,Biological Sciences,Archaeology,Sociology,Other Health,Psychology,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Agriculture & Forestry,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences",False,False,False,,QS World University Rankings 2026,20001.0,19.5,13.0,601.0
601â€“800,Mississippi State University,57.25,7120,27.3,861,20.0,813,58.8,804,66.2,522,50.7,781,public,0,/world-university-rankings/mississippi-state-university,593198,United States,"21,181",14.6,4%,53:47:00,Mississippi State University,"Education,Mechanical & Aerospace Engineering,Sport Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Veterinary Science,Electrical & Electronic Engineering,Architecture,Art, Performing Arts & Design,Chemistry,Sociology,Agriculture & Forestry,Other Health,Mathematics & Statistics,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Psychology,General Engineering,Computer Science,Physics & Astronomy,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-54461282,QS World University Rankings 2026,21181.0,14.6,4.0,601.0
601â€“800,Monterrey Institute of Technology,16.2,7130,24.0,1080,22.7,700,61.9,739,60.1,644,65.8,466,master_account,11,/world-university-rankings/monterrey-institute-technology,1009,Mexico,"16,693",14.9,12%,43:57:00,Monterrey Institute of Technology TecnolÃ³gico de Monterrey Instituto TecnolÃ³gico y de Estudios Superiores de Monterrey ITESM,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Law,History, Philosophy & Theology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Physics & Astronomy,Civil Engineering,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Psychology,Sociology,General Engineering,Chemical Engineering,Other Health,Agriculture & Forestry,Education,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Chemistry,Accounting & Finance,Communication & Media Studies,Art, Performing Arts & Design",False,False,False,,QS World University Rankings 2026,16693.0,14.9,12.0,601.0
601â€“800,University of Namur,60.8,7140,24.4,1049,27.2,536,53.7,926,62.8,597,69.7,411,master_account,0,/world-university-rankings/university-namur,623949,Belgium,"6,616",22.2,12%,58:42:00,University of Namur,"Accounting & Finance,Archaeology,Biological Sciences,Chemistry,Business & Management,Languages, Literature & Linguistics,Computer Science,Veterinary Science,Law,Communication & Media Studies,Mathematics & Statistics,Physics & Astronomy,Medicine & Dentistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geography,Other Health,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,,QS World University Rankings 2026,6616.0,22.2,12.0,601.0
601â€“800,Nanjing University of Aeronautics and Astronautics,43.599999999999994,7150,28.2,797,31.6,428,50.1,1019,71.4,399,24.7,1717,master_account,0,/world-university-rankings/nanjing-university-aeronautics-and-astronautics,623613,China,"33,883",15.4,3%,,Nanjing University of Aeronautics and Astronautics,"General Engineering,Biological Sciences,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Civil Engineering,Law,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Education",False,False,False,,QS World University Rankings 2026,33883.0,15.4,3.0,601.0
601â€“800,Nanjing Forestry University,43.599999999999994,7160,22.6,1178,21.2,761,79.4,335,28.7,1213,28.0,1576,master_account,0,/world-university-rankings/nanjing-forestry-university,623880,China,"32,345",16.5,1%,,Nanjing Forestry University,"General Engineering,Business & Management,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Agriculture & Forestry,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False,False,,QS World University Rankings 2026,32345.0,16.5,1.0,601.0
601â€“800,Nanjing Tech University,43.599999999999994,7170,21.8,1247,16.2,1035,69.1,578,68.1,480,37.1,1234,master_account,0,/world-university-rankings/nanjing-tech-university,587781,China,"38,866",13.5,3%,,Nanjing Tech University,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,Civil Engineering,Chemistry,Sport Science,Law,Architecture,Electrical & Electronic Engineering,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Biological Sciences,Computer Science,Physics & Astronomy",False,False,False,,QS World University Rankings 2026,38866.0,13.5,3.0,601.0
601â€“800,National Institute of Applied Sciences of Lyon (INSA Lyon),43.599999999999994,7180,37.2,385,27.0,542,38.3,1252,93.8,130,75.1,328,master_account,0,/world-university-rankings/institut-national-des-sciences-appliquees-de-lyon-insa,131369,France,"6,130",18.7,29%,36 : 64,National Institute of Applied Sciences of Lyon (INSA Lyon),"Computer Science,General Engineering,Biological Sciences,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering",False,False,False,,QS World University Rankings 2026,6130.0,18.7,29.0,601.0
601â€“800,National University of Sciences and Technology,30.450000000000003,7190,25.1,994,19.4,845,71.2,531,34.9,1093,55.1,672,master_account,0,/world-university-rankings/national-university-sciences-and-technology,1040,Pakistan,"12,212",9.3,5%,34 : 66,National University of Sciences and Technology,"Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Accounting & Finance,Psychology,Other Health,Architecture,Chemistry,Physics & Astronomy,Computer Science,Law,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Agriculture & Forestry,Economics & Econometrics,Geography,Chemical Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sport Science,Education",False,False,False,,QS World University Rankings 2026,12212.0,9.3,5.0,601.0
601â€“800,National University of Science and Technology (MISiS),16.2,7200,39.1,330,27.1,539,43.2,1162,64.1,565,65.6,473,master_account,0,/world-university-rankings/national-university-science-and-technology-misis,131519,Russia,"7,198",12.0,21%,40 : 60,National University of Science and Technology (MISiS) Russia Moscow,"Electrical & Electronic Engineering,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,General Engineering,Accounting & Finance,Biological Sciences,Computer Science,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False,True,,QS World University Rankings 2026,7198.0,12.0,21.0,601.0
601â€“800,National Sun Yat-Sen University,25.5,7210,28.2,798,33.7,386,43.8,1145,79.1,274,47.2,885,master_account,0,/world-university-rankings/national-sun-yat-sen-university,728,Taiwan,"8,497",12.6,9%,42:58:00,National Sun Yat-Sen University,"Accounting & Finance,Biological Sciences,Computer Science,General Engineering,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Mechanical & Aerospace Engineering,Chemical Engineering,Law,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geography,Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Education,Psychology,Sociology,Architecture,Mathematics & Statistics",False,False,False,,QS World University Rankings 2026,8497.0,12.6,9.0,601.0
601â€“800,National Technical University of Athens,32.625,7220,26.3,922,23.0,686,59.1,801,59.7,651,38.1,1187,master_account,0,/world-university-rankings/national-technical-university-athens,131780,Greece,"13,532",20.3,6%,37 : 63,National Technical University of Athens,"Architecture,Electrical & Electronic Engineering,Chemistry,Civil Engineering,General Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Mathematics & Statistics,Geography,Chemical Engineering",False,False,False,,QS World University Rankings 2026,13532.0,20.3,6.0,601.0
601â€“800,National Institute of Technology Rourkela,30.450000000000003,7230,30.6,660,20.2,800,64.7,678,29.9,1185,23.1,1774,master_account,0,/world-university-rankings/national-institute-technology-rourkela,587715,India,"7,661",20.6,4%,0.970833333,National Institute of Technology Rourkela,"Architecture,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Computer Science,Business & Management,Biological Sciences,Civil Engineering,General Engineering,Mathematics & Statistics,Chemistry,Electrical & Electronic Engineering",False,False,False,,QS World University Rankings 2026,7661.0,20.6,4.0,601.0
601â€“800,National Institute of Technology Silchar,30.450000000000003,7240,32.4,574,19.5,839,71.7,519,18.4,1636,20.5,1849,master_account,0,/world-university-rankings/national-institute-technology-silchar,690028,India,"4,704",16.3,2%,0.888888889,National Institute of Technology Silchar,"Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Chemistry,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics",False,False,False,,QS World University Rankings 2026,4704.0,16.3,2.0,601.0
601â€“800,Near East University,39.4,7250,25.9,945,18.8,879,66.6,633,49.9,810,86.8,172,master_account,0,/world-university-rankings/near-east-university,624027,Northern Cyprus,"23,137",29.2,86%,45:55:00,Near East University,"Chemistry,Agriculture & Forestry,Physics & Astronomy,Computer Science,Geography,Languages, Literature & Linguistics,History, Philosophy & Theology,Psychology,Biological Sciences,Mathematics & Statistics,Accounting & Finance,Sport Science,Other Health,Medicine & Dentistry,Veterinary Science,Business & Management,Education,Architecture,Mechanical & Aerospace Engineering,Civil Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Law,Economics & Econometrics,Communication & Media Studies",False,False,False,,QS World University Rankings 2026,23137.0,29.2,86.0,601.0
