University Name,Country,THE Rank,QS Rank,THE Overall Score,QS Overall Score,Academic Reputation,Employer Reputation,Teaching Score,Research Score,THE Citation Score,QS Citation Score,Industry Income,Faculty Student Score,Student Staff Ratio,Number of Students,International Students %,International Faculty Score,International Students Score,International Research Network,International Outlook,Employment Outcomes,Sustainability Score
University of Naples Parthenope,Italy,601-800,1001-1200,37.0-41.8,,3.5,2.0,18.5,22.6,78.2,38.9,25.6,3.7,32.4,11126.0,0.01,1.8,1.9,1.7,32.2,4.8,3.4
German Jordanian University,Jordan,1201-1500,1001-1200,22.8-28.2,,7.1,13.4,17.8,11.4,40.6,4.8,19.5,18.8,12.8,4255.0,0.11,44.1,14.4,1.1,69.1,10.6,1.0
Guru Ghasidas Vishwavidyalaya,India,1001-1200,,28.3-32.6,,10.95,9.5,16.6,9.8,63.7,10.4,21.6,16.85,21.7,8928.0,0.0,13.5,10.25,6.95,22.3,11.8,8.4
Corvinus University of Budapest,Hungary,,1001-1200,,,10.9,16.0,25.8,17.2,52.4,3.1,41.0,4.8,16.3,16267.0,0.06,7.8,37.5,1.2,45.3,5.5,1.1
Széchenyi István University,Hungary,1501+,1001-1200,9.7-22.7,,8.1,24.7,19.1,11.7,23.2,1.6,17.4,22.8,14.8,9573.0,0.05,4.2,6.6,1.0,29.6,9.2,1.3
University of Jeddah,Saudi Arabia,1001-1200,,28.3-32.6,,10.95,9.5,17.4,9.2,51.5,10.4,16.0,16.85,14.6,28561.0,0.02,13.5,10.25,6.95,73.2,11.8,8.4
Jiangnan University,China,801-1000,1001-1200,32.7-36.9,,4.9,6.8,24.7,22.4,60.2,20.5,76.6,16.8,12.9,31018.0,0.01,13.5,10.25,5.8,24.0,5.3,1.2
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,,1001-1200,,,3.6,1.5,25.8,17.2,52.4,25.3,41.0,3.3,16.3,16267.0,0.06,4.1,3.0,5.5,45.3,4.7,1.0
University of Tyumen,Russia,,1001-1200,,,4.1,2.3,25.8,17.2,52.4,1.6,41.0,39.0,16.3,16267.0,0.06,4.8,15.2,1.7,45.3,8.7,3.0
University of Texas at San Antonio,United States,501-600,1001-1200,41.9-45.3,,6.2,3.0,21.0,22.5,79.2,25.2,63.6,3.7,26.4,28469.0,0.03,13.5,2.8,17.6,42.8,8.8,5.9
Gauhati University,India,1001-1200,,28.3-32.6,,10.95,9.5,36.2,26.6,23.3,10.4,34.3,16.85,17.3,6817.0,0.0,13.5,10.25,6.95,22.2,11.8,8.4
Gazi Üniversitesi,Turkey,1201-1500,1001-1200,22.8-28.2,,16.4,11.3,25.6,19.0,32.7,4.0,60.3,5.5,17.0,41736.0,0.03,1.1,2.8,14.4,21.7,14.5,14.5
Medical University of Gdańsk,Poland,1001-1200,,28.3-32.6,,10.95,9.5,28.7,10.6,47.9,10.4,39.6,16.85,5.4,6340.0,0.17,13.5,10.25,6.95,43.8,11.8,8.4
University of Nairobi,Kenya,1201-1500,1001-1200,22.8-28.2,,9.6,14.6,12.0,10.6,45.9,1.7,18.8,18.1,34.5,52678.0,0.02,13.5,10.25,3.6,49.8,54.4,4.1
Najran University,Saudi Arabia,1001-1200,,28.3-32.6,,10.95,9.5,13.0,9.8,63.4,10.4,16.1,16.85,18.2,21759.0,0.02,13.5,10.25,6.95,76.1,11.8,8.4
Nanjing Normal University,China,801-1000,1001-1200,32.7-36.9,,5.1,1.7,25.1,15.1,66.5,21.6,50.7,16.6,13.5,32700.0,0.02,13.5,4.6,7.5,29.8,6.4,7.1
University of Cadiz,Spain,1001-1200,,28.3-32.6,,10.95,9.5,20.4,16.7,43.7,10.4,30.0,16.85,17.7,19416.0,0.08,13.5,10.25,6.95,42.3,11.8,8.4
Université de Caen Normandie,France,,1001-1200,,,9.0,2.6,25.8,17.2,52.4,5.7,41.0,6.0,16.3,16267.0,0.06,9.3,6.9,36.8,45.3,6.4,1.2
Université de Sfax,Tunisia,1001-1200,1001-1200,28.3-32.6,,5.9,2.5,33.7,13.9,40.5,4.1,34.5,40.6,12.6,30597.0,0.03,1.1,3.3,4.2,44.7,11.3,8.4
Shahrekord University,Iran,1001-1200,,28.3-32.6,,10.95,9.5,19.4,13.5,55.8,10.4,17.9,16.85,20.3,7198.0,0.0,13.5,10.25,6.95,22.1,11.8,8.4
Shahrood University of Technology,Iran,1001-1200,,28.3-32.6,,10.95,9.5,28.3,17.2,52.4,10.4,18.7,16.85,20.7,8326.0,0.01,13.5,10.25,6.95,32.4,11.8,8.4
Seoul National University of Science and Technology,South Korea,1201-1500,1001-1200,22.8-28.2,,7.4,3.8,28.0,20.1,32.7,10.0,39.8,10.8,13.8,8987.0,0.09,11.1,11.9,1.0,30.6,7.6,1.0
University of San Francisco,United States,,1001-1200,,,6.6,4.0,25.8,17.2,52.4,4.5,41.0,17.0,16.3,16267.0,0.06,1.8,20.3,1.0,45.3,22.8,1.1
University of the Free State,South Africa,801-1000,1001-1200,32.7-36.9,,5.6,6.6,22.4,18.7,56.4,7.9,26.9,3.5,35.6,33247.0,0.02,13.5,4.9,66.4,51.7,9.6,8.4
Fujita Health University,Japan,1001-1200,,28.3-32.6,,10.95,9.5,27.6,13.0,55.4,10.4,53.3,16.85,3.6,3071.0,0.01,13.5,10.25,6.95,22.3,11.8,8.4
Shinshu University,Japan,1001-1200,1001-1200,28.3-32.6,,3.4,3.4,26.8,18.0,34.6,12.0,63.1,35.1,10.4,10602.0,0.03,10.7,2.9,1.3,32.6,7.8,1.1
Glasgow Caledonian University,United Kingdom,601-800,1001-1200,37.0-41.8,,5.5,4.9,20.7,13.9,66.7,6.5,46.1,4.4,24.1,14840.0,0.18,31.4,37.5,2.4,75.6,11.2,14.0
Jimma University,Ethiopia,1001-1200,,28.3-32.6,,10.95,9.5,16.4,8.9,60.2,10.4,16.2,16.85,14.9,30186.0,0.01,13.5,10.25,6.95,39.2,11.8,8.4
Mansoura University,Egypt,801-1000,1001-1200,32.7-36.9,,12.9,8.1,19.5,12.4,68.1,2.4,31.8,3.2,40.2,174302.0,0.04,5.8,4.1,33.5,74.1,9.6,19.9
University of Maragheh,Iran,1001-1200,,28.3-32.6,,10.95,9.5,12.1,16.6,55.7,10.4,17.5,16.85,23.6,3452.0,0.0,13.5,10.25,6.95,34.0,11.8,8.4
Universidad del Valle,Colombia,1501+,1001-1200,9.7-22.7,,18.2,15.0,23.2,8.7,12.2,2.0,17.9,8.1,8.9,33442.0,0.01,2.2,1.4,1.2,40.6,10.0,2.1
Universidad de Los Andes - Mérida,Venezuela,,1001-1200,,,16.2,12.8,25.8,17.2,52.4,1.2,41.0,23.0,16.3,16267.0,0.06,1.3,1.8,1.2,45.3,10.4,2.3
Universidad Andrés Bello,Chile,1501+,1001-1200,9.7-22.7,,11.0,11.0,15.1,10.4,33.5,2.5,20.7,6.2,18.4,46249.0,0.02,7.0,1.5,7.5,50.6,8.5,9.6
University of Las Palmas de Gran Canaria,Spain,1001-1200,,28.3-32.6,,10.95,9.5,19.8,16.1,45.6,10.4,25.2,16.85,17.0,15681.0,0.06,13.5,10.25,6.95,42.1,11.8,8.4
Canterbury Christ Church University,United Kingdom,1001-1200,1001-1200,28.3-32.6,,5.7,2.1,20.7,13.8,44.6,4.1,18.0,5.8,20.1,11155.0,0.15,35.9,72.8,1.0,59.6,8.6,1.0
Fordham University,United States,,1001-1200,,,6.4,7.3,25.8,17.2,52.4,5.9,41.0,15.4,16.3,16267.0,0.06,7.8,14.6,1.5,45.3,24.7,1.3
Universidade Federal de São Carlos,Brazil,1001-1200,1001-1200,28.3-32.6,,12.4,5.1,33.4,19.8,33.5,16.1,44.8,16.3,16.1,21119.0,0.01,2.8,1.7,6.5,29.5,3.8,4.0
University of North Carolina at Charlotte,United States,601-800,1001-1200,37.0-41.8,,5.7,4.5,23.2,22.1,74.4,14.1,58.7,5.0,20.6,26819.0,0.06,8.7,5.5,14.4,37.0,10.6,23.0
Technical University of Cartagena,Spain,1001-1200,,28.3-32.6,,10.95,9.5,25.1,12.7,42.9,10.4,36.3,16.85,10.1,4549.0,0.08,13.5,10.25,6.95,40.7,11.8,8.4
Universiti Malaysia Sabah,Malaysia,1501+,1001-1200,9.7-22.7,,13.6,10.0,17.8,14.3,25.0,3.3,21.8,7.8,16.6,17316.0,0.04,9.8,4.0,1.7,41.8,9.6,2.0
Kagoshima University,Japan,1201-1500,1001-1200,22.8-28.2,,6.1,2.9,25.7,13.5,24.0,3.9,55.2,65.8,10.1,10257.0,0.03,4.0,3.0,1.8,27.7,7.2,1.3
Amrita Vishwa Vidyapeetham,India,801-1000,1001-1200,32.7-36.9,,4.8,4.1,28.4,20.5,60.8,5.2,41.1,25.3,11.8,22085.0,0.05,37.0,1.7,1.4,36.9,4.5,1.1
Xi'an Jiaotong Liverpool University,China,601-800,1001-1200,37.0-41.8,,4.3,2.1,18.6,15.1,70.8,5.8,20.9,5.7,19.9,19535.0,0.04,97.5,3.1,1.6,77.3,6.9,1.8
An-Najah National University,"Palestinian Territory, Occupied",1001-1200,1001-1200,28.3-32.6,,6.4,16.5,13.3,9.8,65.4,2.2,21.0,7.3,21.7,24835.0,0.11,36.2,25.0,1.3,61.2,10.9,3.1
Universidad Tecnológica Nacional,Argentina,,1001-1200,,,4.1,24.1,25.8,17.2,52.4,1.1,41.0,49.1,16.3,16267.0,0.06,13.5,1.5,1.0,45.3,5.0,1.0
"Siberian Federal University, SibFU",Russia,,1001-1200,,,7.8,3.8,25.8,17.2,52.4,3.5,41.0,15.5,16.3,16267.0,0.06,45.5,31.2,2.4,45.3,10.4,7.4
Siberian Federal University,Russian Federation,1001-1200,,28.3-32.6,,10.95,9.5,30.4,24.2,26.9,10.4,55.3,16.85,18.3,9401.0,0.13,13.5,10.25,6.95,59.5,11.8,8.4
Ural Federal University,Russian Federation,1001-1200,,28.3-32.6,,10.95,9.5,24.9,25.9,34.7,10.4,50.6,16.85,14.0,26883.0,0.16,13.5,10.25,6.95,59.8,11.8,8.4
Financial University under the Government of the Russian Federation,Russia,1001-1200,1001-1200,28.3-32.6,,5.5,7.8,26.7,18.0,50.3,1.6,30.9,37.1,13.0,16580.0,0.09,4.1,13.1,1.9,34.5,33.4,5.2
Ferdowsi University of Mashhad,"Iran, Islamic Republic of",801-1000,1001-1200,32.7-36.9,,5.8,10.3,28.6,26.8,48.2,25.8,45.4,3.5,30.5,25009.0,0.11,1.3,7.9,18.1,38.6,5.4,8.4
Firat University,Turkey,1001-1200,,28.3-32.6,,10.95,9.5,19.2,10.3,64.5,10.4,19.7,16.85,25.4,35348.0,0.06,13.5,10.25,6.95,31.5,11.8,8.4
Semnan University,Iran,1001-1200,,28.3-32.6,,10.95,9.5,30.7,12.8,50.7,10.4,18.4,16.85,15.1,14404.0,0.01,13.5,10.25,6.95,22.4,11.8,8.4
Universidade Federal do Paraná - UFPR,Brazil,1201-1500,1001-1200,22.8-28.2,,13.0,5.8,28.4,16.4,29.1,5.5,49.2,18.8,15.6,39031.0,0.01,3.1,4.0,3.0,27.6,5.9,3.8
Universidade Federal de Pernambuco,Brazil,1201-1500,1001-1200,22.8-28.2,,12.4,2.6,30.7,13.3,25.1,4.2,40.2,17.6,12.8,34549.0,0.0,1.7,1.3,10.0,25.7,4.6,1.6
Università del Salento,Italy,601-800,1001-1200,37.0-41.8,,7.0,1.6,30.1,21.8,64.5,22.0,52.2,7.1,24.7,14304.0,0.02,1.8,1.5,19.6,34.5,4.7,8.4
University of Sargodha,Pakistan,1001-1200,,28.3-32.6,,10.95,9.5,27.6,11.9,50.5,10.4,17.7,16.85,24.3,19172.0,0.0,13.5,10.25,6.95,48.1,11.8,8.4
Pontifícia Universidade Católica de São Paulo,Brazil,,1001-1200,,,11.3,11.2,25.8,17.2,52.4,1.2,41.0,34.1,16.3,16267.0,0.06,4.4,1.2,1.0,45.3,13.8,1.2
Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,1001-1200,,28.3-32.6,,10.95,9.5,25.4,13.2,54.6,10.4,22.2,16.85,24.1,5462.0,0.01,13.5,10.25,6.95,17.8,11.8,8.4
Kangwon National University,South Korea,1201-1500,1001-1200,22.8-28.2,,5.8,5.4,22.0,21.9,32.4,8.9,47.4,20.0,21.6,21920.0,0.03,4.0,2.5,1.7,24.1,6.0,17.6
Kansai Medical University,Japan,1001-1200,,28.3-32.6,,10.95,9.5,30.0,10.6,51.6,10.4,47.9,16.85,1.6,1217.0,0.03,13.5,10.25,6.95,21.0,11.8,8.4
University of Karachi,Pakistan,1501+,1001-1200,9.7-22.7,,10.4,15.3,14.1,10.6,19.5,4.6,24.5,1.6,39.3,47337.0,0.0,3.8,1.1,2.6,44.4,6.9,12.3
University of Malaga,Spain,1001-1200,,28.3-32.6,,10.95,9.5,21.5,16.0,43.2,10.4,51.5,16.85,13.3,35595.0,0.06,13.5,10.25,6.95,42.2,11.8,8.4
Universiti Malaysia Perlis,Malaysia,1201-1500,1001-1200,22.8-28.2,,7.3,5.5,21.6,12.5,46.0,7.5,26.0,24.1,13.6,10836.0,0.03,2.0,4.0,1.6,33.3,9.0,15.6
Rowan University,United States,1001-1200,,28.3-32.6,,10.95,9.5,26.6,12.4,45.9,10.4,30.8,16.85,14.5,17693.0,0.03,13.5,10.25,6.95,39.0,11.8,8.4
Sahand University of Technology,Iran,1001-1200,,28.3-32.6,,10.95,9.5,20.6,14.6,57.4,10.4,37.9,16.85,27.2,5354.0,0.01,13.5,10.25,6.95,22.6,11.8,8.4
Fayoum University,Egypt,1001-1200,,28.3-32.6,,10.95,9.5,15.9,11.9,65.5,10.4,24.9,16.85,18.0,46689.0,0.0,13.5,10.25,6.95,46.4,11.8,8.4
Public University of Navarre,Spain,1001-1200,,28.3-32.6,,10.95,9.5,22.4,14.3,49.5,10.4,38.3,16.85,11.8,8215.0,0.06,13.5,10.25,6.95,46.5,11.8,8.4
Aligarh Muslim University,India,601-800,1001-1200,37.0-41.8,,9.7,2.5,41.1,14.0,61.6,10.2,34.3,20.8,12.0,20428.0,0.01,1.2,1.7,5.0,38.2,6.1,17.1
Muhimbili University of Health and Allied Sciences,Tanzania,1001-1200,,28.3-32.6,,10.95,9.5,18.0,13.1,55.3,10.4,23.5,16.85,14.0,4833.0,0.02,13.5,10.25,6.95,50.5,11.8,8.4
Universiti Malaysia Sarawak,Malaysia,1001-1200,1001-1200,28.3-32.6,,12.6,8.7,29.9,19.3,22.9,3.0,66.9,11.9,14.9,12158.0,0.13,37.3,8.7,1.3,61.0,8.9,1.2
Universiti Malaysia Terengganu,Malaysia,1001-1200,1001-1200,28.3-32.6,,10.0,4.6,19.1,18.7,47.6,9.3,30.1,10.8,16.8,10143.0,0.05,12.9,6.7,7.4,49.7,8.6,23.7
Karlstad University,Sweden,1001-1200,,28.3-32.6,,10.95,9.5,19.9,14.4,53.8,10.4,29.4,16.85,12.8,10279.0,0.02,13.5,10.25,6.95,57.4,11.8,8.4
Kazan National Research Technological University,Russia,1501+,1001-1200,9.7-22.7,,5.0,3.6,21.9,8.8,12.4,1.4,36.1,23.1,11.6,13088.0,0.16,2.5,44.0,1.0,35.4,7.8,1.0
University of Almería,Spain,1001-1200,,28.3-32.6,,10.95,9.5,21.7,18.9,48.9,10.4,33.7,16.85,17.0,12902.0,0.1,13.5,10.25,6.95,42.2,11.8,8.4
Amity University,India,801-1000,1001-1200,32.7-36.9,,8.5,7.6,23.6,14.0,62.3,5.9,20.0,10.6,17.1,30989.0,0.07,3.8,21.8,22.4,31.1,9.1,1.9
Istanbul University-CerrahpaÅŸa,Turkey,1001-1200,,28.3-32.6,,10.95,9.5,26.0,24.1,41.7,10.4,59.8,16.85,27.8,22236.0,0.06,13.5,10.25,6.95,26.9,11.8,8.4
Northwest University,China,1001-1200,1001-1200,28.3-32.6,,4.7,1.5,24.4,15.3,51.5,14.3,35.3,50.9,13.3,26059.0,0.01,3.8,2.8,3.0,25.0,5.9,2.7
IMT Nord Europe,France,1001-1200,,28.3-32.6,,10.95,9.5,32.2,25.2,19.7,10.4,64.8,16.85,15.0,1592.0,0.19,13.5,10.25,6.95,73.4,11.8,8.4
European University of Madrid,Spain,1001-1200,,28.3-32.6,,10.95,9.5,21.5,10.9,54.3,10.4,17.7,16.85,12.0,11416.0,0.3,13.5,10.25,6.95,61.7,11.8,8.4
University of Extremadura,Spain,1001-1200,,28.3-32.6,,10.95,9.5,24.7,12.4,51.9,10.4,22.4,16.85,10.7,20146.0,0.03,13.5,10.25,6.95,35.7,11.8,8.4
Mae Fah Luang University,Thailand,1001-1200,,28.3-32.6,,10.95,9.5,16.2,14.6,47.5,10.4,39.6,16.85,20.7,14768.0,0.05,13.5,10.25,6.95,54.0,11.8,8.4
Fundación CEU San Pablo,Spain,,1001-1200,,,4.5,7.3,25.8,17.2,52.4,2.2,41.0,16.6,16.3,16267.0,0.06,4.0,50.6,1.0,45.3,5.1,8.4
Chang Jung Christian University,Taiwan,,1001-1200,,,6.3,2.5,25.8,17.2,52.4,1.6,41.0,44.5,16.3,16267.0,0.06,6.4,5.4,1.0,45.3,7.9,1.1
"University of Occupational and Environmental Health, Japan",Japan,1001-1200,,28.3-32.6,,10.95,9.5,30.2,11.7,54.8,10.4,46.8,16.85,2.5,1164.0,0.01,13.5,10.25,6.95,22.5,11.8,8.4
Necmettin Erbakan University,Turkey,1001-1200,,28.3-32.6,,10.95,9.5,37.2,14.1,39.0,10.4,21.4,16.85,12.8,18828.0,0.13,13.5,10.25,6.95,38.7,11.8,8.4
Escuela Superior Politécnica del Litoral,Ecuador,1201-1500,1001-1200,22.8-28.2,,12.9,9.1,20.4,9.5,32.3,2.7,18.3,19.2,10.4,10271.0,0.01,13.0,1.7,1.4,56.4,11.9,23.0
Escuela Politécnica Nacional,Ecuador,1501+,1001-1200,9.7-22.7,,6.3,17.6,18.2,9.4,29.0,3.3,18.6,16.6,13.2,7458.0,0.01,6.7,1.9,1.1,52.1,10.6,1.1
Nile University,Egypt,1001-1200,,28.3-32.6,,10.95,9.5,17.3,13.3,59.7,10.4,42.4,16.85,14.4,3424.0,0.02,13.5,10.25,6.95,31.6,11.8,8.4
Universidad del Norte,Colombia,,1001-1200,,,9.8,20.8,25.8,17.2,52.4,2.7,41.0,12.3,16.3,16267.0,0.06,8.3,1.3,1.7,45.3,9.2,1.7
University of North Texas,United States,,1001-1200,,,7.0,6.8,25.8,17.2,52.4,19.3,41.0,3.4,16.3,16267.0,0.06,4.9,14.7,9.6,45.3,25.5,8.9
Federal University of Technology Akure,Nigeria,1001-1200,,28.3-32.6,,10.95,9.5,24.8,11.1,50.6,10.4,18.2,16.85,24.5,19711.0,0.0,13.5,10.25,6.95,40.4,11.8,8.4
Al Quds University The Arab University in Jerusalem,"Palestinian Territory, Occupied",,1001-1200,,,4.2,10.7,25.8,17.2,52.4,1.6,41.0,11.3,16.3,16267.0,0.06,55.1,34.5,1.1,45.3,12.3,1.0
Kent State University,United States,,1001-1200,,,5.9,4.1,25.8,17.2,52.4,15.1,41.0,6.6,16.3,16267.0,0.06,27.2,4.8,7.5,45.3,10.4,4.4
Kerman University of Medical Sciences,Iran,1001-1200,,28.3-32.6,,10.95,9.5,32.7,11.8,51.2,10.4,20.5,16.85,3.9,5350.0,0.03,13.5,10.25,6.95,25.6,11.8,8.4
The University of Northampton,United Kingdom,,1001-1200,,,3.4,2.9,25.8,17.2,52.4,2.9,41.0,5.7,17.6,10145.0,0.32,37.8,96.7,1.0,45.3,9.6,1.0
Novosibirsk State Technical University,Russia,1501+,1001-1200,9.7-22.7,,6.8,5.9,20.2,12.4,12.8,1.8,23.2,29.1,14.6,12615.0,0.17,1.4,44.6,1.0,36.1,9.9,1.3
Oakland University,United States,1001-1200,,28.3-32.6,,10.95,9.5,25.5,15.9,44.5,10.4,47.7,16.85,17.6,15046.0,0.04,13.5,10.25,6.95,39.4,11.8,8.4
Ohio University,United States,601-800,1001-1200,37.0-41.8,,8.5,9.3,30.6,20.1,61.2,14.3,54.7,5.5,19.9,20948.0,0.04,5.5,3.9,15.1,37.2,15.5,3.9
Harbin Engineering University,China,801-1000,1001-1200,32.7-36.9,,4.6,2.0,28.1,30.6,43.6,23.0,64.9,14.6,19.8,33528.0,0.02,2.5,2.0,2.1,24.4,6.2,1.3
"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,1001-1200,,28.3-32.6,,10.95,9.5,17.1,8.1,55.6,10.4,16.9,16.85,19.9,9704.0,0.0,13.5,10.25,6.95,50.0,11.8,8.4
"University of Engineering and Technology, Peshawar",Pakistan,1001-1200,,28.3-32.6,,10.95,9.5,13.7,11.5,60.9,10.4,25.0,16.85,21.7,9307.0,0.02,13.5,10.25,6.95,49.8,11.8,8.4
University of Louisville,United States,,1001-1200,,,3.5,4.5,25.8,17.2,52.4,10.1,41.0,24.9,16.3,16267.0,0.06,34.8,3.3,15.8,45.3,12.5,8.4
Universidad Nacional de San Luis,Argentina,,1001-1200,,,4.1,1.9,25.8,17.2,52.4,1.2,41.0,67.5,16.3,16267.0,0.06,13.5,10.25,1.0,45.3,5.1,1.0
Maharishi Markandeshwar University (MMU),India,1001-1200,,28.3-32.6,,10.95,9.5,26.9,8.9,53.8,10.4,17.6,16.85,12.6,9968.0,0.08,13.5,10.25,6.95,34.3,11.8,8.4
Kohat University of Science and Technology,Pakistan,1001-1200,,28.3-32.6,,10.95,9.5,21.9,14.2,49.0,10.4,20.8,16.85,43.0,7055.0,0.0,13.5,10.25,6.95,59.5,11.8,8.4
Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,,1001-1200,,,5.4,2.7,25.8,17.2,52.4,1.4,41.0,78.8,16.3,16267.0,0.06,13.5,10.25,1.0,45.3,5.1,1.0
Ming Chi University of Technology,Taiwan,1001-1200,,28.3-32.6,,10.95,9.5,16.4,25.1,43.4,10.4,47.1,16.85,18.6,4415.0,0.02,13.5,10.25,6.95,29.5,11.8,8.4
Indian Institute of Science Education and Research Kolkata,India,1001-1200,,28.3-32.6,,10.95,9.5,40.8,19.4,33.4,10.4,28.8,16.85,12.6,1589.0,0.0,13.5,10.25,6.95,24.0,11.8,8.4
EGE UNIVERSITY,Turkey,1201-1500,1001-1200,22.8-28.2,,8.6,10.3,32.7,16.7,30.4,3.0,63.4,13.8,20.3,31178.0,0.04,1.3,3.3,10.6,25.7,8.5,17.2
Future University in Egypt,Egypt,,1001-1200,,,4.5,27.8,25.8,17.2,52.4,1.8,41.0,31.4,9.9,8471.0,0.11,6.9,14.7,1.0,45.3,8.8,1.6
University of Texas El Paso,United States,801-1000,1001-1200,32.7-36.9,,4.8,2.1,24.5,28.7,44.8,15.6,51.9,5.6,22.9,18012.0,0.06,10.5,5.9,15.5,46.8,7.5,3.4
Miguel Hernández University of Elche,Spain,1001-1200,,28.3-32.6,,10.95,9.5,20.4,17.8,43.8,10.4,70.7,16.85,16.5,12189.0,0.08,13.5,10.25,6.95,41.2,11.8,8.4
University of Novi Sad,Serbia,1501+,1001-1200,9.7-22.7,,8.8,3.6,19.0,11.7,29.1,3.4,36.4,9.3,15.1,47978.0,0.01,13.5,10.25,47.5,33.6,9.0,2.2
Razi University,Iran,1001-1200,,28.3-32.6,,10.95,9.5,27.8,14.0,43.2,10.4,38.5,16.85,22.9,10634.0,0.04,13.5,10.25,6.95,26.5,11.8,8.4
University of Regina,Canada,801-1000,1001-1200,32.7-36.9,,3.5,2.9,17.8,19.5,62.9,21.2,36.1,4.0,24.6,14167.0,0.26,8.8,41.1,5.7,71.0,8.3,8.4
University of Social Welfare and Rehabilitation Sciences,Iran,1001-1200,,28.3-32.6,,10.95,9.5,33.6,19.9,33.6,10.4,27.9,16.85,10.8,1725.0,0.02,13.5,10.25,6.95,34.9,11.8,8.4
Zhejiang University of Finance and Economics,China,1001-1200,,28.3-32.6,,10.95,9.5,14.0,13.3,67.0,10.4,37.5,16.85,22.5,18214.0,0.03,13.5,10.25,6.95,30.5,11.8,8.4
TOBB University of Economics and Technology,Turkey,1001-1200,,28.3-32.6,,10.95,9.5,17.9,14.3,48.2,10.4,48.8,16.85,14.3,4771.0,0.01,13.5,10.25,6.95,40.5,11.8,8.4
Edge Hill University,United Kingdom,1001-1200,,28.3-32.6,,10.95,9.5,18.1,13.8,55.6,10.4,22.0,16.85,16.4,11910.0,0.06,13.5,10.25,6.95,54.7,11.8,8.4
Hungarian University of Agriculture and Life Sciences,Hungary,1201-1500,1001-1200,22.8-28.2,,5.6,4.0,25.8,11.6,32.5,2.9,23.0,34.1,11.6,10252.0,0.16,1.9,29.1,8.5,62.3,5.5,1.4
​Shahid Chamran University of Ahvaz,Iran,1001-1200,,28.3-32.6,,10.95,9.5,29.6,19.3,34.5,10.4,51.8,16.85,25.2,15142.0,0.05,13.5,10.25,6.95,27.2,11.8,8.4
Aichi Medical University,Japan,1001-1200,,28.3-32.6,,10.95,9.5,30.5,13.5,43.1,10.4,39.5,16.85,2.9,1315.0,0.01,13.5,10.25,6.95,21.5,11.8,8.4
Kookmin University,South Korea,1501+,1001-1200,9.7-22.7,,5.2,4.0,24.5,14.3,20.1,3.5,37.0,28.8,11.6,17514.0,0.11,5.5,21.0,1.0,36.1,6.5,1.0
Technical University of Kosice,Slovakia,1201-1500,1001-1200,22.8-28.2,,7.5,2.5,26.5,17.1,30.2,5.2,30.0,22.8,13.1,9573.0,0.23,1.5,59.3,1.7,44.8,12.8,1.1
Universiti Kuala Lumpur,Malaysia,1501+,1001-1200,9.7-22.7,,6.4,9.9,23.6,9.0,24.3,2.1,25.5,33.6,11.9,15516.0,0.05,8.0,3.8,1.1,43.7,9.8,1.1
Kurume University,Japan,1001-1200,,28.3-32.6,,10.95,9.5,27.5,13.6,48.4,10.4,44.7,16.85,9.0,5007.0,0.01,13.5,10.25,6.95,26.3,11.8,8.4
China Pharmaceutical University,China,1001-1200,,28.3-32.6,,10.95,9.5,23.4,18.3,52.8,10.4,73.4,16.85,16.4,18448.0,0.03,13.5,10.25,6.95,22.2,11.8,8.4
Durban University of Technology,South Africa,1001-1200,,28.3-32.6,,10.95,9.5,17.3,11.8,62.0,10.4,18.4,16.85,35.3,27163.0,0.01,13.5,10.25,6.95,46.5,11.8,8.4
Chung Yuan Christian University,Taiwan,1001-1200,1001-1200,28.3-32.6,,5.8,5.2,18.1,24.4,39.0,15.1,62.6,4.4,33.5,15939.0,0.07,4.4,7.2,1.0,41.2,19.2,3.2
International Christian University,Japan,,1001-1200,,,4.9,13.2,25.8,17.2,52.4,1.7,41.0,17.9,12.1,2823.0,0.13,76.6,6.0,1.0,45.3,13.5,1.0
Chungbuk National University,South Korea,1201-1500,1001-1200,22.8-28.2,,5.4,2.8,26.5,21.2,29.9,8.6,50.6,30.6,14.0,17075.0,0.05,7.0,4.3,1.9,29.6,4.5,1.1
Poznań University of Technology,Poland,1201-1500,1001-1200,22.8-28.2,,7.4,5.6,22.6,13.0,35.9,5.9,41.8,32.6,11.4,14304.0,0.06,2.2,4.0,5.5,26.9,7.5,1.2
University of Primorska,Slovenia,1501+,1001-1200,9.7-22.7,,3.1,2.3,16.4,14.9,26.5,5.1,21.9,9.4,15.3,5805.0,0.18,26.3,28.6,5.7,61.8,67.8,1.4
Universidad de Puerto Rico,Puerto Rico,1201-1500,1001-1200,22.8-28.2,,9.4,6.2,25.0,11.4,40.8,2.1,37.6,11.4,15.2,43535.0,0.01,1.4,1.5,2.4,44.4,46.4,29.1
Doshisha University,Japan,1501+,1001-1200,9.7-22.7,,9.0,13.7,17.9,10.9,11.1,2.1,30.7,5.3,18.6,27624.0,0.04,18.6,4.0,1.1,35.5,15.9,1.0
University of La Laguna,Spain,1001-1200,,28.3-32.6,,10.95,9.5,21.9,15.8,54.7,10.4,28.7,16.85,13.3,19228.0,0.05,13.5,10.25,6.95,50.7,11.8,8.4
