university,year_QS,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,University_Standard,year_THE,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
University of Greenwich,2022,751-800,,https://www.topuniversities.com/universities/university-greenwich,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,Public,High,19.0,7.040,L,879,University of Greenwich,2022,601–800,University of Greenwich,United Kingdom,32.0–37.9,17.7,15.9,60.3,35.8,93.5,
"University of Maryland, Baltimore County",2022,751-800,,https://www.topuniversities.com/universities/university-maryland-baltimore-county,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,Public,High,14.0,1.074,M,834,"University of Maryland, Baltimore County",2022,601–800,"University of Maryland, Baltimore County",United States,32.0–37.9,23.5,23.8,61.2,35.7,38.3,
University of Zagreb,2022,751-800,,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,Public,Very High,11.0,655,XL,5.259,University of Zagreb,2022,1001–1200,University of Zagreb,Croatia,22.4–27.1,20.5,14.0,30.3,44.1,35.2,
Worcester Polytechnic Institute,2022,751-800,,https://www.topuniversities.com/universities/worcester-polytechnic-institute,United States,Worcester,North America,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg,Private,Very High,14.0,837,M,432,Worcester Polytechnic Institute,2022,601–800,Worcester Polytechnic Institute,United States,32.0–37.9,24.4,19.3,50.1,37.0,52.6,
"Adam Mickiewicz University, Poznań",2022,801-1000,,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan,Poland,Poznań,Europe,https://www.topuniversities.com/sites/default/files/adam-mickiewicz-university-pozna_592560e29988f300e2321163_small.jpg,Public,Very High,12.0,1.157,XL,2.808,"Adam Mickiewicz University, Poznań",2022,1001–1200,"Adam Mickiewicz University, Poznań",Poland,22.4–27.1,20.8,18.4,31.2,37.1,32.0,
Ain Shams University,2022,801-1000,,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,Public,High,14.0,9.128,XL,10.912,Ain Shams University,2022,1001–1200,Ain Shams University,Egypt,22.4–27.1,22.1,10.4,43.3,35.9,36.9,
Anna University,2022,801-1000,,https://www.topuniversities.com/universities/anna-university,India,Chennai,Asia,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,Public,Very High,21.0,197,L,730,Anna University,2022,801–1000,Anna University,India,27.2–31.9,21.9,27.2,39.5,44.6,15.4,
Auburn University,2022,801-1000,,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,Public,Very High,18.0,2.283,L,1.507,Auburn University,2022,601–800,Auburn University,United States,32.0–37.9,31.1,22.7,47.5,41.8,48.1,
Australian Catholic University,2022,801-1000,,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,Public,Very High,21.0,4.788,L,1.109,Australian Catholic University,2022,251–300,Australian Catholic University,Australia,48.1–50.3,19.5,27.5,95.9,36.6,80.2,
Bangladesh University of Engineering and Technology,2022,801-1000,,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg,Public,Very High,13.0,11,M,486,Bangladesh University of Engineering and Technology,2022,1201+,Bangladesh University of Engineering and Technology,Bangladesh,10.6–22.3,18.1,12.9,27.8,35.2,23.8,
Beirut Arab University,2022,801-1000,,https://www.topuniversities.com/universities/beirut-arab-university,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/beirut-arab-university-_592560cf2aeae70239af4ee5_small.jpg,Private,Medium,12.0,1.220,M,561,Beirut Arab University,2022,Reporter,Beirut Arab University,Lebanon,,,,,,,
Bielefeld University,2022,801-1000,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,Public,Very High,17.0,1.817,L,1.501,Bielefeld University,2022,166,Bielefeld University,Germany,56.5,36.4,41.8,94.4,42.4,48.1,
Budapest University of Technology and Economics,2022,801-1000,,https://www.topuniversities.com/universities/budapest-university-technology-economics,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,Public,Very High,14.0,1.988,L,1.320,Budapest University of Technology and Economics,2022,1201+,Budapest University of Technology and Economics,Hungary,10.6–22.3,18.0,15.4,20.5,44.6,39.5,
CY Cergy Paris University,2022,801-1000,,https://www.topuniversities.com/universities/cy-cergy-paris-university,France,,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-05-14T142106.589-48x48.jpg,Public,Very High,11.0,1.789,M,790,CY Cergy Paris University,2022,601–800,CY Cergy Paris University,France,32.0–37.9,24.6,24.8,49.2,41.0,88.5,
Charles Sturt University,2022,801-1000,,https://www.topuniversities.com/universities/charles-sturt-university,Australia,Thurgoona,Oceania,https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg,Public,Very High,12.0,4.862,M,971,Charles Sturt University,2022,801–1000,Charles Sturt University,Australia,27.2–31.9,16.9,16.9,41.7,35.5,70.3,
Clemson University,2022,801-1000,,https://www.topuniversities.com/universities/clemson-university,United States,Clemson,North America,https://www.topuniversities.com/sites/default/files/clemson-university_806_small.jpg,Public,Very High,15.0,1.418,L,1.558,Clemson University,2022,801–1000,Clemson University,United States,27.2–31.9,26.5,21.5,41.2,39.9,42.2,
Corvinus University of Budapest,2022,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/210728015458pm687566Budapesti-Corvinus-Egyetem-logo-EN-200x200px-48x48.jpg,Private,High,24.0,1.332,L,533,Corvinus University of Budapest,2022,1201+,Corvinus University of Budapest,Hungary,10.6–22.3,17.1,13.6,22.1,35.0,48.4,
De La Salle University,2022,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15.0,356,L,788,De La Salle University,2022,1201+,De La Salle University,Philippines,10.6–22.3,19.0,12.9,21.8,34.8,26.0,
De Montfort University,2022,801-1000,,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,Public,High,21.0,9.344,L,1.221,De Montfort University,2022,601–800,De Montfort University,United Kingdom,32.0–37.9,17.5,15.0,51.1,34.9,86.5,
Edinburgh Napier University,2022,801-1000,,https://www.topuniversities.com/universities/edinburgh-napier-university,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/ENU-logo-Stacked-200x200px-48x48.jpg,Public,High,21.0,3.992,L,613,Edinburgh Napier University,2022,501–600,Edinburgh Napier University,United Kingdom,38.1–40.8,17.5,15.7,72.3,35.2,85.1,
Florida International University,2022,801-1000,,https://www.topuniversities.com/universities/florida-international-university,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,Public,High,16.0,3.575,XL,2.221,Florida International University,2022,501–600,Florida International University,United States,38.1–40.8,32.1,27.8,62.4,35.6,40.3,
Gdańsk University of Technology,2022,801-1000,,https://www.topuniversities.com/universities/gdansk-university-technology,Poland,Gdańsk,Europe,https://www.topuniversities.com/sites/default/files/gdask-university-of-technology_592560e59988f300e2321bdf_small.jpg,Public,Very High,10.0,488,L,1.187,Gdańsk University of Technology,2022,1001–1200,Gdańsk University of Technology,Poland,22.4–27.1,18.7,15.5,35.3,44.6,28.1,
George Mason University,2022,801-1000,,https://www.topuniversities.com/universities/george-mason-university,United States,Fairfax,North America,https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg,Public,Very High,15.0,2.737,L,2.011,George Mason University,2022,251–300,George Mason University,United States,48.1–50.3,32.0,28.5,84.9,36.0,48.5,
Hacettepe University,2022,801-1000,,https://www.topuniversities.com/universities/hacettepe-university,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,Public,High,16.0,1.258,XL,2.912,Hacettepe University,2022,601–800,Hacettepe University,Turkey,32.0–37.9,26.8,13.5,61.1,37.0,24.3,
International Christian University,2022,801-1000,,https://www.topuniversities.com/universities/international-christian-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/international-christian-university_592560cf2aeae70239af5207_small.jpg,Private,Medium,15.0,362,S,221,International Christian University,2022,Reporter,International Christian University,Japan,,,,,,,
Istanbul University,2022,801-1000,,https://www.topuniversities.com/universities/istanbul-university,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,Public,High,27.0,7.072,XL,2.429,Istanbul University,2022,1001–1200,Istanbul University,Turkey,22.4–27.1,23.4,20.4,32.9,46.7,30.8,
Kansas State University,2022,801-1000,,https://www.topuniversities.com/universities/kansas-state-university,United States,Manhattan,North America,https://www.topuniversities.com/sites/default/files/kansas-state-university_1912_small.jpg,Public,Very High,14.0,1.481,L,1.371,Kansas State University,2022,801–1000,Kansas State University,United States,27.2–31.9,26.6,21.1,43.4,41.4,47.3,
Kasetsart University,2022,801-1000,,https://www.topuniversities.com/universities/kasetsart-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg,Public,High,19.0,671,XL,3.489,Kasetsart University,2022,1201+,Kasetsart University,Thailand,10.6–22.3,18.6,12.1,12.4,43.5,34.1,
Kaunas University of Technology,2022,801-1000,,https://www.topuniversities.com/universities/kaunas-university-technology,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/kaunas-university-of-technology_1454_small.jpg,Public,Very High,11.0,656,M,719,Kaunas University of Technology,2022,1201+,Kaunas University of Technology,Lithuania,10.6–22.3,17.4,13.2,15.2,41.3,41.9,
Khon Kaen University,2022,801-1000,,https://www.topuniversities.com/universities/khon-kaen-university,Thailand,Khon Kaen,Asia,https://www.topuniversities.com/sites/default/files/khon-kaen-university_592560cf2aeae70239af4bc1_small.jpg,Public,High,17.0,1.185,XL,1.862,Khon Kaen University,2022,1201+,Khon Kaen University,Thailand,10.6–22.3,24.1,14.2,18.7,54.5,31.7,
King Faisal University,2022,801-1000,,https://www.topuniversities.com/universities/king-faisal-university,Saudi Arabia,Hofuf,Asia,https://www.topuniversities.com/sites/default/files/king-faisal-university_592560cf2aeae70239af4f18_small.jpg,Public,High,17.0,681,XL,2.100,King Faisal University,2022,1001–1200,King Faisal University,Saudi Arabia,22.4–27.1,17.7,7.8,41.0,39.7,73.7,
Kyoto Institute of Technology,2022,801-1000,,https://www.topuniversities.com/universities/kyoto-institute-technology,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/kyoto-institute-of-technology_592560cf2aeae70239af5222_small.jpg,Public,Very High,13.0,361,S,310,Kyoto Institute of Technology,2022,1201+,Kyoto Institute of Technology,Japan,10.6–22.3,21.2,15.6,7.1,43.4,26.9,
Liverpool John Moores University,2022,801-1000,,https://www.topuniversities.com/universities/liverpool-john-moores-university,United Kingdom,Liverpool ,Europe,https://www.topuniversities.com/sites/default/files/liverpool-john-moores-university_592560cf2aeae70239af50e9_small.jpg,Public,Very High,16.0,3.438,L,1.367,Liverpool John Moores University,2022,401–500,Liverpool John Moores University,United Kingdom,40.9–44.0,20.9,18.6,78.7,35.3,75.6,
Lodz University of Technology,2022,801-1000,,https://www.topuniversities.com/universities/lodz-university-technology,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/lodz-university-of-technology_592560e59988f300e2321bdd_small.jpg,Public,Very High,10.0,473,L,1.207,Lodz University of Technology,2022,1201+,Lodz University of Technology,Poland,10.6–22.3,18.7,13.9,20.9,42.4,25.8,
London Metropolitan University,2022,801-1000,,https://www.topuniversities.com/universities/london-metropolitan-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-metropolitan-university_358_small.jpg,Public,High,19.0,3.625,M,442,London Metropolitan University,2022,Reporter,London Metropolitan University,United Kingdom,,,,,,,
London South Bank University,2022,801-1000,,https://www.topuniversities.com/universities/london-south-bank-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-south-bank-university_592560cf2aeae70239af50e3_small.jpg,Public,High,16.0,4.521,L,814,London South Bank University,2022,801–1000,London South Bank University,United Kingdom,27.2–31.9,17.4,12.1,43.3,35.4,84.2,
Louisiana State University,2022,801-1000,,https://www.topuniversities.com/universities/louisiana-state-university,United States,Baton Rouge,North America,https://www.topuniversities.com/sites/default/files/louisiana-state-university_369_small.jpg,Public,Very High,21.0,1.315,XL,1.490,Louisiana State University,2022,601–800,Louisiana State University,United States,32.0–37.9,32.6,23.3,49.4,36.1,39.0,
Lviv Polytechnic National University,2022,801-1000,,https://www.topuniversities.com/universities/lviv-polytechnic-national-university,Ukraine,,Europe,https://www.topuniversities.com/sites/default/files/lviv-polytechnic-national-university_592560cf2aeae70239af590f_small.jpg,Public,High,10.0,250,L,2.148,Lviv Polytechnic National University,2022,601–800,Lviv Polytechnic National University,Ukraine,32.0–37.9,20.0,10.1,69.6,35.8,24.5,
