qs_2025_rank,qs_2024_rank,qs_institution_name,qs_location,qs_location_full,qs_size,qs_academic_reputation,qs_employer_reputation,qs_faculty_student,qs_citations_per_faculty,qs_international_faculty,qs_international_students,qs_international_research_network,qs_employment_outcomes,qs_sustainability,qs_qs_overall_score,the_rank,the_name,the_scores_overall,the_scores_overall_rank,the_scores_teaching,the_scores_teaching_rank,unnamed_22,the_scores_research,the_scores_citations,the_scores_citations_rank,the_scores_industry_income,the_scores_industry_income_rank,the_scores_international_outlook,the_scores_international_outlook_rank,the_record_type,the_member_level,the_url,the_nid,the_location,the_stats_number_students,the_stats_student_staff_ratio,the_stats_pc_intl_students,the_stats_female_male_ratio,the_aliases,the_subjects_offered,the_closed,the_unaccredited,the_disabled,the_website_url,qs_rank_band,the_rank_band,qs_rank_clean,the_rank_clean,university_name,rank_difference,absolute_rank_difference,qs_rank_category,the_rank_category,ranking_comparison,academic_reputation_score,faculty_student_ratio_score,global_score
249,280,University of Navarra,ES,Spain,L,30.6,68.0,49.6,14.7,24.8,73.8,63.6,75.8,42.3,40.7,301â€“350,University of Navarra,51.1â€“53.0,3250,35.6,441,30.4,460,82.3,282,79.1,275,74.4,339,master_account,0,/world-university-rankings/university-navarra,967,Spain,11969,14.3,0.26,"2 days, 6:46:00",University of Navarra,"Computer Science,Psychology,Archaeology,Law,General Engineering,Business & Management,Chemistry,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Accounting & Finance,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,Other Health,Biological Sciences,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Economics & Econometrics",False,False,False,,249,301â€“350,249.0,161.0,University of Navarra,26.0,84.5,101-500,Unknown,Unavailable,30.6,49.6,41.3
192,216,Tongji University,CN,China (Mainland),XL,31.8,16.9,29.1,96.9,54.5,26.5,72.9,24.0,81.4,46.9,185,Tongji University,59.6,1860,50.0,136,53.6,120,69.5,569,85.4,204,67.7,437,master_account,0,/world-university-rankings/tongji-university,984,China,31632,11.3,0.15,"1 day, 17:59:00",Tongji University,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Chemical Engineering,General Engineering,Medicine & Dentistry,Mathematics & Statistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Psychology,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Architecture,Business & Management,Law,Biological Sciences,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Accounting & Finance",False,False,False,,192,185,192.0,185.0,Tongji University,-7.0,7.0,101-500,101-500,THE Higher,31.8,29.1,47.33
252,295,Hong Kong Baptist University,HK,Hong Kong SAR,M,18.2,12.0,60.0,61.4,98.9,100.0,37.0,15.7,54.4,40.3,301â€“350,Hong Kong Baptist University,51.1â€“53.0,3190,34.0,492,28.9,498,77.2,390,69.6,440,97.8,10,master_account,0,/world-university-rankings/hong-kong-baptist-university,748,Hong Kong,7460,10.2,0.55,"2 days, 17:35:00",Hong Kong Baptist University hkbu,"Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,Geography,Sociology,Biological Sciences,Business & Management,Medicine & Dentistry,Computer Science,Physics & Astronomy,Agriculture & Forestry,Sport Science,History, Philosophy & Theology,Education,Accounting & Finance",False,False,False,,252,301â€“350,252.0,161.0,Hong Kong Baptist University,26.0,84.5,101-500,Unknown,Unavailable,18.2,60.0,40.84
252,232,University of GÃ¶ttingen,DE,Germany,L,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3,111,University of GÃ¶ttingen,65.8,1120,50.0,134,54.8,112,90.1,125,70.8,411,70.7,396,master_account,0,/world-university-rankings/university-gottingen,533,Germany,23349,27.4,0.14,"2 days, 5:47:00",University of GÃ¶ttingen,"History, Philosophy & Theology,Veterinary Science,Law,Languages, Literature & Linguistics,Physics & Astronomy,Geography,Sport Science,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Archaeology,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Psychology,Biological Sciences,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management",False,False,False,,252,111,252.0,111.0,University of GÃ¶ttingen,-141.0,141.0,101-500,101-500,THE Higher,46.4,76.4,40.84
255,243,Griffith University,AU,Australia,L,27.0,13.7,8.4,62.5,99.8,38.5,92.1,17.9,96.4,40.1,251â€“300,Griffith University,53.1â€“55.8,2610,30.5,665,37.8,295,82.7,266,74.6,342,81.8,225,master_account,6,/world-university-rankings/griffith-university,825,Australia,34770,31.6,0.15,"2 days, 12:40:00",Griffith University,"Communication & Media Studies,Medicine & Dentistry,Sociology,Geography,Business & Management,Economics & Econometrics,Architecture,Sport Science,Politics & International Studies (incl Development Studies),Law,Archaeology,Chemistry,Civil Engineering,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Computer Science,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Agriculture & Forestry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,General Engineering",False,False,False,,255,251â€“300,255.0,161.0,Griffith University,26.0,84.5,101-500,Unknown,Unavailable,27.0,8.4,40.73
256,281,Bandung Institute of Technology (ITB),ID,Indonesia,L,43.2,72.7,55.8,2.6,94.4,3.8,26.3,49.2,37.6,39.9,1201â€“1500,Bandung Institute of Technology (ITB),22.8â€“28.2,12240,23.7,1097,17.1,960,29.2,1459,29.4,1195,38.5,1168,master_account,0,/world-university-rankings/bandung-institute-technology-itb,589106,Indonesia,27774,15.3,0.03,"1 day, 19:57:00",Bandung Institute of Technology (ITB),"Art, Performing Arts & Design,Chemical Engineering,Chemistry,General Engineering,Physics & Astronomy,Accounting & Finance,Computer Science,Mathematics & Statistics,Law,Archaeology,Biological Sciences,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,History, Philosophy & Theology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Civil Engineering,Sport Science,Psychology,Other Health,Communication & Media Studies",False,False,False,,256,1201â€“1500,256.0,161.0,Bandung Institute of Technology (ITB),26.0,84.5,101-500,Unknown,Unavailable,43.2,55.8,40.53
256,235,Heriot-Watt University,UK,United Kingdom,M,17.8,27.1,17.6,65.2,100.0,98.1,75.4,26.3,25.7,39.9,351â€“400,Heriot-Watt University,49.1â€“51.0,3700,34.3,482,33.4,395,65.2,670,75.1,336,94.8,52,master_account,0,/world-university-rankings/heriot-watt-university,828,United Kingdom,9735,18.2,0.36,39 : 61,Heriot-Watt University,"Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Physics & Astronomy,General Engineering,Geography,Computer Science,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Chemistry,Mathematics & Statistics,Psychology,Architecture,Sport Science,Agriculture & Forestry",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-23564362,256,351â€“400,256.0,161.0,Heriot-Watt University,26.0,84.5,101-500,Unknown,Unavailable,17.8,17.6,40.48
258,262,University of Warsaw,PL,Poland,XL,50.0,53.6,46.4,5.5,10.5,8.4,84.1,60.0,69.8,39.8,601â€“800,University of Warsaw,37.0â€“41.8,7910,33.1,542,29.9,477,55.6,875,37.1,1045,45.6,943,master_account,0,/world-university-rankings/university-warsaw,813,Poland,34342,10.9,0.09,"2 days, 14:38:00",University of Warsaw,"Accounting & Finance,Chemistry,Law,Biological Sciences,Communication & Media Studies,Sociology,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Geography,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Languages, Literature & Linguistics",False,False,False,,258,601â€“800,258.0,161.0,University of Warsaw,26.0,84.5,101-500,Unknown,Unavailable,50.0,46.4,40.42
259,255,Case Western Reserve University,US,United States,M,17.2,15.4,82.3,61.6,35.7,71.7,55.6,29.3,53.1,39.7,164,Case Western Reserve University,61.3,1640,51.7,121,40.2,246,88.7,142,71.4,398,65.0,484,private,0,/world-university-rankings/case-western-reserve-university,557,United States,10294,8.8,0.25,"2 days, 3:49:00",Case Western Reserve University,"General Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Other Health,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Psychology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Electrical & Electronic Engineering,Education,Architecture,Law,Art, Performing Arts & Design,Computer Science,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-36123924,259,164,259.0,164.0,Case Western Reserve University,-95.0,95.0,101-500,101-500,THE Higher,17.2,82.3,40.29
260,266,University of Lisbon,PT,Portugal,XL,44.0,20.7,10.7,36.5,9.0,39.4,98.2,94.0,70.9,39.6,401â€“500,University of Lisbon,45.4â€“49.0,4520,29.6,714,38.0,289,69.9,559,64.7,555,56.9,645,master_account,0,/world-university-rankings/university-lisbon,1032,Portugal,49847,18.0,0.16,"2 days, 5:47:00",University of Lisbon,"History, Philosophy & Theology,Electrical & Electronic Engineering,Agriculture & Forestry,Psychology,Architecture,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Education,Archaeology,Chemistry,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Law,Other Health,Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,General Engineering,Physics & Astronomy,Accounting & Finance",False,False,False,,260,401â€“500,260.0,161.0,University of Lisbon,26.0,84.5,101-500,Unknown,Unavailable,44.0,10.7,40.25
261,290,United Arab Emirates University,AE,United Arab Emirates,M,30.1,38.3,49.8,16.6,100.0,34.2,86.2,82.0,36.6,39.4,301â€“350,United Arab Emirates University,51.1â€“53.0,3450,27.0,878,34.5,364,83.2,258,77.4,299,89.1,136,master_account,11,/world-university-rankings/united-arab-emirates-university,946,United Arab Emirates,8147,12.6,0.18,"3 days, 2:26:00",United Arab Emirates University,"Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering,Biological Sciences,Sociology,Agriculture & Forestry,Other Health,Communication & Media Studies,Archaeology,Veterinary Science,History, Philosophy & Theology,Architecture,Education,Business & Management,Psychology,Law,Mathematics & Statistics,Accounting & Finance,Computer Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Civil Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Economics & Econometrics,Geography",False,False,False,,261,301â€“350,261.0,161.0,United Arab Emirates University,26.0,84.5,101-500,Unknown,Unavailable,30.1,49.8,40.02
264,292,Norwegian University of Science And Technology,NO,Norway,XL,33.2,25.2,22.3,30.4,75.1,9.3,94.4,89.4,85.8,39.1,301â€“350,Norwegian University of Science and Technology,51.1â€“53.0,3270,36.0,426,38.4,274,74.7,448,67.8,484,66.2,461,master_account,0,/world-university-rankings/norwegian-university-science-and-technology,729,Norway,37865,15.0,0.09,"2 days, 1:51:00",Norwegian University of Science and Technology,"Civil Engineering,Sociology,Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Mathematics & Statistics,Education,Biological Sciences,Business & Management,Computer Science,Physics & Astronomy,Psychology,Archaeology,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,General Engineering,Chemistry,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies)",False,False,False,,264,301â€“350,264.0,161.0,Norwegian University of Science And Technology,26.0,84.5,101-500,Unknown,Unavailable,33.2,22.3,39.75
267,248,University of Antwerp,BE,Belgium,L,24.1,11.3,37.5,48.1,94.4,32.0,94.6,44.8,74.8,38.7,161,University of Antwerp,61.4,1610,38.2,357,44.4,195,92.5,84,98.4,81,74.7,334,master_account,0,/world-university-rankings/university-antwerp,742,Belgium,16168,31.8,0.17,"2 days, 8:44:00",University of Antwerp,"Sociology,General Engineering,Education,Biological Sciences,Law,Languages, Literature & Linguistics,Business & Management,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Economics & Econometrics,Veterinary Science,Chemistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Communication & Media Studies,Computer Science,Other Health,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design",False,False,False,,267,161,267.0,161.0,University of Antwerp,-106.0,106.0,101-500,101-500,THE Higher,24.1,37.5,39.33
267,264,University of Witwatersrand,ZA,South Africa,L,26.5,42.1,8.9,30.5,75.1,5.8,96.8,98.9,84.8,38.7,301â€“350,University of the Witwatersrand,51.1â€“53.0,3490,33.0,544,42.9,213,72.4,502,81.3,249,76.3,309,master_account,11,/world-university-rankings/university-witwatersrand,739,South Africa,27765,24.4,0.07,"2 days, 9:43:00",University of the Witwatersrand Wits,"Communication & Media Studies,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Psychology,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Architecture,Sociology,Accounting & Finance,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Medicine & Dentistry,Computer Science,Law,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Geography",False,False,False,,267,301â€“350,267.0,161.0,University of Witwatersrand,26.0,84.5,101-500,Unknown,Unavailable,26.5,8.9,39.33
331,323,Sun Yat-sen University,CN,China (Mainland),XL,31.8,28.8,46.4,49.5,2.2,3.6,77.4,21.4,15.9,33.7,201â€“250,Sun Yat-sen University,55.9â€“58.6,2400,46.6,180,39.5,255,83.2,256,86.2,194,39.1,1146,master_account,0,/world-university-rankings/sun-yat-sen-university,760,China,61453,15.2,0.05,"2 days, 0:52:00",Sun Yat-sen University,"Languages, Literature & Linguistics,Accounting & Finance,Geography,Agriculture & Forestry,History, Philosophy & Theology,Biological Sciences,Other Health,Education,Architecture,Chemical Engineering,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Medicine & Dentistry,Veterinary Science,Art, Performing Arts & Design,Law,Civil Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Business & Management,Chemistry,General Engineering,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science",False,False,False,,331,201â€“250,331.0,161.0,Sun Yat-sen University,26.0,84.5,101-500,Unknown,Unavailable,31.8,46.4,34.42
